cod_upp;upp;ano;mes;hom_doloso;lesao_corp_morte;latrocinio;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;encontro_cadaver;encontro_ossada;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;furto_veiculos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;armas_apreendidas;recuperacao_veiculos;cump_mandado_prisao;ocorr_flagrante;ameaca;pessoas_desaparecidas;hom_por_interv_policial;pol_militares_mortos_serv;pol_civis_mortos_serv;roubos;furtos;registro_ocorrencias
3;Batam;2013;10;0;0;0;0;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;4;1;0;0;0;1;1;30
4;Chapéu Mangueira / Babilônia;2013;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;3;1;0;0;0;0;1;21
5;Pavão-Pavãozinho;2013;10;1;0;0;3;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;16;0;0;0;7;6;0;1;0;0;1;1;41
6;Tabajaras;2013;10;0;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;2;6;0;0;0;0;0;4;31
7;Providência;2013;10;0;0;0;2;8;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;4;2;0;0;0;1;2;44
8;Borel;2013;10;1;0;0;0;5;0;0;6;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;4;1;0;0;0;2;3;34
9;Formiga;2013;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;4;0;0;0;0;0;0;11
10;Andaraí;2013;10;0;0;0;0;14;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;2;6;0;0;0;0;0;2;32
11;Salgueiro;2013;10;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;4;0;0;0;0;0;2;13
12;Turano;2013;10;1;0;0;0;8;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;3;0;0;0;4;6;0;0;1;1;2;1;0;0;0;3;6;45
13;São João / Matriz / Queto;2013;10;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;4;0;0;0;0;1;1;16
14;Coroa / Fallet / Fogueteiro;2013;10;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;10;0;2;1;7;1;0;0;0;0;3;2;31
15;Escondidinho / Prazeres;2013;10;0;0;0;1;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;1;0;0;0;0;0;2;1;21
16;São Carlos;2013;10;1;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;13;0;1;0;5;8;1;0;0;0;0;4;44
17;Mangueira;2013;10;0;0;0;0;10;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;13;1;2;0;6;1;0;0;0;0;2;4;50
18;Macacos;2013;10;0;0;0;0;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;7;0;0;0;0;0;3;24
19;Vidigal;2013;10;0;0;0;0;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;0;0;0;0;1;2;25
20;Nova Brasília;2013;10;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;2;2;1;0;0;0;0;2;19
21;Fazendinha;2013;10;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;0;0;0;0;0;2;15
22;Adeus / Baiana;2013;10;0;0;0;0;3;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;1;2;0;2;6;0;0;0;0;2;0;24
23;Alemão;2013;10;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;1;12
24;Chatuba;2013;10;0;0;0;0;6;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;4;0;0;0;0;1;0;12
25;Fé / Sereno;2013;10;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;3;9
26;Parque Proletário;2013;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;2;7
27;Vila Cruzeiro;2013;10;0;0;0;4;10;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;13;0;1;0;6;1;0;0;0;0;2;4;39
28;Rocinha;2013;10;2;0;0;0;22;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;3;1;0;0;1;14;1;0;0;0;2;7;63
29;Jacarezinho;2013;10;0;0;0;3;18;0;0;4;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;2;8;1;1;2;3;4;1;0;0;0;6;6;57
30;Manguinhos;2013;10;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;0;0;0;2;6;0;0;0;0;1;4;31
31;Barreira do Vasco / Tuiuti;2013;10;0;0;0;0;3;0;0;0;0;0;0;0;1;0;4;0;0;0;1;0;1;0;0;0;1;4;0;0;1;4;4;0;0;0;0;6;9;46
32;Caju;2013;10;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;6;0;0;0;0;2;7;22
33;Cerro-Corá;2013;10;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;3;0;0;0;0;0;1;11
34;Arará / Mandela;2013;10;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;2;5;0;1;0;0;0;1;0;43
35;Lins;2013;10;0;0;0;0;10;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;12;1;2;3;9;4;0;0;0;0;2;4;55
36;Camarista Méier;2013;10;0;0;0;0;6;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;1;0;2;0;2;2;0;0;0;0;5;3;26
37;Mangueirinha;2013;10;0;0;0;0;8;0;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;7;0;5;0;4;6;3;0;0;0;3;2;41
38;Vila Kennedy;2013;10;1;0;0;0;10;0;0;33;0;0;4;0;10;1;14;1;0;0;0;0;3;0;0;0;2;9;4;17;7;7;10;2;0;0;0;31;19;132
1;Santa Marta;2013;11;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;5
2;Cidade de Deus;2013;11;0;0;0;6;29;0;1;15;1;0;0;0;1;0;3;7;0;0;1;0;0;0;0;0;1;37;1;5;2;31;26;4;0;0;0;14;17;167
3;Batam;2013;11;0;0;0;0;4;1;1;1;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;1;5;0;2;0;3;3;0;0;0;0;5;8;30
4;Chapéu Mangueira / Babilônia;2013;11;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1;0;0;1;1;0;0;0;0;1;1;11
5;Pavão-Pavãozinho;2013;11;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;1;3;0;1;0;0;0;0;3;32
6;Tabajaras;2013;11;1;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;4;2;0;0;0;0;4;36
7;Providência;2013;11;0;0;0;2;3;0;1;1;0;0;0;0;1;0;2;0;0;0;0;0;2;0;0;0;0;14;0;1;0;5;4;0;0;0;0;3;5;40
8;Borel;2013;11;1;0;0;1;11;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;1;1;0;3;1;0;0;0;0;2;2;28
9;Formiga;2013;11;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;1;1;0;0;0;0;0;9
10;Andaraí;2013;11;0;0;0;0;4;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;4;1;0;0;0;0;7;24
11;Salgueiro;2013;11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3
12;Turano;2013;11;0;0;0;0;5;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;8;0;0;0;3;7;0;0;0;0;3;5;31
13;São João / Matriz / Queto;2013;11;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;4;1;0;0;0;0;0;1;15
14;Coroa / Fallet / Fogueteiro;2013;11;0;0;0;0;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;1;0;0;3;6;0;0;0;0;0;2;40
15;Escondidinho / Prazeres;2013;11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;1;0;0;0;0;0;0;6
16;São Carlos;2013;11;0;0;0;11;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;3;3;0;0;0;0;0;2;31
17;Mangueira;2013;11;0;0;0;0;8;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;11;1;2;1;6;5;0;0;0;0;3;4;48
18;Macacos;2013;11;0;0;0;0;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;5;0;0;1;2;4;1;0;0;0;2;3;41
19;Vidigal;2013;11;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;3;4;0;0;0;0;0;1;19
20;Nova Brasília;2013;11;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;1;0;0;4;0;0;0;0;0;1;2;16
21;Fazendinha;2013;11;0;0;0;0;6;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;5;0;0;0;0;3;2;22
22;Adeus / Baiana;2013;11;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;0;0;0;2;1;13
23;Alemão;2013;11;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;5;1;1;0;0;0;0;0;14
24;Chatuba;2013;11;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;3;0;0;0;1;1;1;0;0;0;1;1;14
25;Fé / Sereno;2013;11;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;8
26;Parque Proletário;2013;11;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;1;0;1;1;7
27;Vila Cruzeiro;2013;11;1;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;10;0;1;2;3;5;0;0;0;0;0;3;34
28;Rocinha;2013;11;0;0;0;9;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;5;0;0;0;3;8;2;0;0;0;0;8;65
29;Jacarezinho;2013;11;0;0;0;1;10;1;0;4;0;0;2;0;0;0;6;0;0;0;0;0;0;0;0;0;5;5;2;3;0;5;4;2;0;0;0;10;12;74
30;Manguinhos;2013;11;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;3;0;0;0;0;0;1;2;22
31;Barreira do Vasco / Tuiuti;2013;11;0;0;0;0;14;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;2;6;0;7;0;3;8;0;0;0;0;6;13;67
32;Caju;2013;11;1;0;0;0;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;9;1;0;0;0;0;9;36
33;Cerro-Corá;2013;11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3
34;Arará / Mandela;2013;11;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;16;0;1;0;4;1;0;0;0;0;1;1;33
35;Lins;2013;11;0;0;0;0;10;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;1;0;1;6;0;3;0;3;10;1;0;0;0;4;3;48
36;Camarista Méier;2013;11;0;0;0;0;3;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;2;0;0;0;0;3;3;2;1;5;4;0;0;0;0;6;7;34
37;Mangueirinha;2013;11;0;0;0;0;9;1;0;2;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;3;0;5;2;7;7;0;0;0;0;3;1;37
38;Vila Kennedy;2013;11;0;0;0;1;12;0;0;15;0;0;3;0;7;3;13;0;0;0;0;0;7;0;0;0;2;13;2;8;0;14;15;1;0;0;0;28;27;129
1;Santa Marta;2013;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;4
2;Cidade de Deus;2013;12;1;0;0;4;33;1;0;8;0;0;0;0;1;0;3;5;0;0;0;1;3;0;0;0;1;29;0;6;5;28;23;2;0;0;0;13;20;167
3;Batam;2013;12;0;0;0;0;13;1;0;4;0;0;1;0;2;0;1;0;0;0;0;0;1;0;0;0;0;2;2;0;0;3;8;0;0;0;0;4;3;39
4;Chapéu Mangueira / Babilônia;2013;12;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;2;3;0;0;0;0;0;0;23
5;Pavão-Pavãozinho;2013;12;0;0;0;18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;1;0;2;4;4;1;0;0;0;0;2;47
6;Tabajaras;2013;12;0;0;0;0;13;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;4;0;0;0;1;12;0;0;0;0;0;3;40
7;Providência;2013;12;0;0;0;0;11;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;1;0;1;9;0;2;0;1;7;0;0;0;0;1;8;45
8;Borel;2013;12;0;0;0;0;4;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;5;0;0;1;1;3;0;0;0;0;2;2;27
9;Formiga;2013;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;0;2;0;0;0;0;1;11
10;Andaraí;2013;12;0;0;0;0;19;0;0;6;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;8;0;1;0;0;12;0;0;0;0;2;2;43
11;Salgueiro;2013;12;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;2;9
12;Turano;2013;12;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;6;0;0;1;2;4;0;0;0;0;0;6;25
13;São João / Matriz / Queto;2013;12;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;4;1;2;0;0;0;2;0;14
14;Coroa / Fallet / Fogueteiro;2013;12;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0;0;3;5;3;0;0;0;1;0;28
15;Escondidinho / Prazeres;2013;12;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;2;1;3;2;0;0;0;0;0;0;16
16;São Carlos;2013;12;1;0;0;16;13;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;7;0;1;0;4;8;0;0;0;0;3;1;51
17;Mangueira;2013;12;0;0;0;0;13;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;1;4;0;0;0;5;1;0;0;0;0;4;7;44
18;Macacos;2013;12;1;0;0;0;12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;4;11;0;0;0;0;1;1;32
19;Vidigal;2013;12;0;0;0;0;12;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;1;5;32
20;Nova Brasília;2013;12;0;0;0;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;4;18
21;Fazendinha;2013;12;0;0;0;0;4;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;2;1;0;0;0;1;0;22
22;Adeus / Baiana;2013;12;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;1;2;3;1;0;0;0;2;2;27
23;Alemão;2013;12;0;0;0;1;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;4;3;0;0;0;0;1;1;19
24;Chatuba;2013;12;0;0;0;0;2;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;2;1;11
25;Fé / Sereno;2013;12;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;7
26;Parque Proletário;2013;12;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;7
27;Vila Cruzeiro;2013;12;0;0;0;7;6;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;7;0;0;1;6;6;1;0;0;0;1;1;41
28;Rocinha;2013;12;0;0;0;2;39;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;5;0;0;1;4;23;0;0;0;0;1;8;93
29;Jacarezinho;2013;12;0;0;0;0;15;0;0;4;0;0;0;0;1;0;4;1;0;0;0;0;0;0;0;0;2;10;1;4;1;4;7;0;1;0;0;7;4;68
30;Manguinhos;2013;12;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;2;0;0;0;0;0;2;22
31;Barreira do Vasco / Tuiuti;2013;12;1;0;0;1;3;1;0;7;0;0;0;0;2;0;3;0;0;0;0;0;1;0;0;0;2;1;0;1;0;0;2;0;0;0;0;8;6;38
32;Caju;2013;12;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;2;0;0;0;0;0;7;25
33;Cerro-Corá;2013;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;3;7
34;Arará / Mandela;2013;12;0;0;0;0;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;4;3;0;0;0;0;0;1;35
35;Lins;2013;12;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;1;5;1;4;10;0;0;0;0;0;3;50
36;Camarista Méier;2013;12;0;0;0;0;16;0;0;2;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;1;0;2;0;1;1;1;0;0;0;7;4;42
37;Mangueirinha;2013;12;0;0;0;0;11;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;1;1;9;0;0;0;0;2;2;34
38;Vila Kennedy;2013;12;0;0;0;0;21;0;1;12;0;0;6;1;16;2;9;0;0;0;1;0;2;0;0;0;1;7;0;12;1;7;14;0;0;0;0;37;13;114
1;Santa Marta;2014;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;3;12
2;Cidade de Deus;2014;1;2;0;0;8;22;2;0;10;1;0;1;0;1;0;2;2;1;0;1;0;0;0;0;0;5;40;0;8;3;47;17;1;0;0;0;10;21;191
3;Batam;2014;1;0;0;0;2;10;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;2;4;0;3;0;4;12;0;0;0;0;1;5;41
4;Chapéu Mangueira / Babilônia;2014;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;1;17
5;Pavão-Pavãozinho;2014;1;0;0;0;13;10;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;3;0;0;7;6;0;1;0;0;1;4;54
6;Tabajaras;2014;1;0;0;0;0;12;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;1;1;1;5;1;0;0;0;1;4;33
7;Providência;2014;1;0;0;0;0;9;0;0;1;0;0;0;0;1;2;1;1;0;0;1;0;0;0;0;0;1;17;0;0;0;5;5;0;0;0;0;6;1;42
8;Borel;2014;1;0;0;0;2;10;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;9;0;0;0;2;10;0;0;0;0;1;3;42
9;Formiga;2014;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;2;0;0;0;0;0;0;1;11
10;Andaraí;2014;1;0;0;0;1;24;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;4;18;0;0;0;0;3;1;46
11;Salgueiro;2014;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;3;1;0;0;0;1;1;18
12;Turano;2014;1;0;0;0;3;8;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;9;0;4;0;3;9;0;0;0;0;2;2;39
13;São João / Matriz / Queto;2014;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;1;0;3;3;0;0;0;0;0;1;18
14;Coroa / Fallet / Fogueteiro;2014;1;0;0;0;2;9;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;6;2;2;2;3;3;0;0;0;0;2;2;31
15;Escondidinho / Prazeres;2014;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;5;0;2;0;2;0;0;0;0;0;1;2;19
16;São Carlos;2014;1;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;3;1;0;0;0;0;4;26
17;Mangueira;2014;1;0;0;0;2;16;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;1;3;0;4;6;0;0;0;0;1;4;34
18;Macacos;2014;1;0;0;0;5;18;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;5;7;0;0;0;0;2;2;47
19;Vidigal;2014;1;0;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;11;0;0;0;0;0;4;33
20;Nova Brasília;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;3;0;0;0;0;0;1;7
21;Fazendinha;2014;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;1;0;0;0;0;0;5;19
22;Adeus / Baiana;2014;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;3;2;2;5;0;0;0;0;3;3;32
23;Alemão;2014;1;0;0;0;1;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;4;0;0;0;0;0;3;26
24;Chatuba;2014;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;7;2;0;0;0;1;0;16
25;Fé / Sereno;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;8
26;Parque Proletário;2014;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;1;2;3;0;0;0;0;0;4;19
27;Vila Cruzeiro;2014;1;0;0;0;0;8;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;9;0;3;0;2;3;1;0;0;0;1;2;41
28;Rocinha;2014;1;1;0;0;2;37;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;1;0;1;10;31;0;0;0;0;1;23;143
29;Jacarezinho;2014;1;0;0;0;0;16;0;0;1;0;0;0;0;1;1;4;0;0;0;0;0;1;0;0;0;2;22;0;4;1;12;9;2;0;0;0;7;9;89
30;Manguinhos;2014;1;0;0;0;0;11;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;6;0;0;0;3;2;1;0;0;0;1;2;27
31;Barreira do Vasco / Tuiuti;2014;1;1;0;0;2;6;0;0;1;0;0;1;0;1;2;5;0;0;0;0;0;1;0;0;0;2;5;1;4;0;2;3;0;0;0;0;12;11;64
32;Caju;2014;1;0;0;0;0;8;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;5;7;2;0;0;0;1;15;49
33;Cerro-Corá;2014;1;0;0;0;0;4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;3;9
34;Arará / Mandela;2014;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;22;1;0;0;6;4;0;0;0;0;0;3;47
35;Lins;2014;1;0;0;0;0;10;0;0;3;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;13;0;3;2;6;9;1;0;0;0;4;5;57
36;Camarista Méier;2014;1;0;0;0;0;11;0;0;0;1;0;1;1;0;1;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;10;0;0;0;0;7;4;35
37;Mangueirinha;2014;1;0;0;0;1;6;0;0;1;0;0;0;0;3;0;7;2;0;0;0;0;1;0;0;0;0;6;4;0;0;7;4;1;0;0;0;12;3;40
38;Vila Kennedy;2014;1;2;0;0;0;14;3;0;6;0;0;8;0;16;2;19;6;0;0;1;0;5;0;1;0;2;9;0;15;1;13;20;4;0;0;0;57;21;173
