AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a- Praça Mauá;4;4;2;3;4;0;2;0;3;1;2;1
5;004a- Praça da República;4;5;5;2;0;1;5;4;1;3;2;7
5;005a- Mem de Sá;6;4;7;4;6;3;4;12;7;7;5;8
4;006a- Cidade nova;5;5;5;3;2;2;12;9;5;13;6;17
5;007a- Santa Tereza;2;3;2;0;2;0;2;1;4;0;1;1
2;009a- Catete;8;9;1;4;9;3;2;9;5;7;3;8
2;010a- Botafogo;9;9;6;7;5;7;7;8;8;12;7;11
23;011a- Rocinha;0;1;1;0;2;0;0;1;0;1;3;1
19;012a- Copacabana;9;1;3;6;8;5;2;7;9;7;6;3
19;013a- Ipanema;7;3;1;3;5;3;2;5;7;3;3;2
23;014a- Leblon;2;0;3;2;6;3;2;7;4;1;10;6
23;015a- Gávea;3;0;0;0;2;1;1;2;2;4;3;1
31;016a- Barra da Tijuca;8;8;3;4;7;9;3;10;9;2;11;1
4;017a- São Cristóvão;8;6;7;8;3;0;2;11;3;6;13;4
4;018a- Praça da Bandeira;4;7;8;7;6;8;11;6;8;4;3;8
6;019a- Tijuca;4;8;9;8;11;7;6;6;13;16;8;12
6;020a- Grajaú;14;14;10;9;8;11;13;6;19;10;16;8
22;021a- Bonsucesso;17;4;6;13;12;3;7;13;8;11;15;6
16;022a- Penha;6;8;15;8;9;11;20;22;15;13;15;13
3;023a- Meier;11;13;10;9;7;9;12;8;14;9;9;7
3;024a- Piedade;13;4;9;7;6;2;8;2;11;3;2;6
3;025a- Engenho novo;7;5;5;7;4;8;6;8;8;8;3;12
3;026a- Todos os Santos;3;4;8;4;8;2;8;3;13;6;4;7
41;027a- Vicente de Carvalho;10;15;16;12;10;9;11;9;9;6;14;7
9;028a- Campinho;12;14;13;16;13;9;5;4;9;9;11;8
9;029a- Madureira;4;9;3;4;7;7;7;8;5;6;9;6
9;030a- marechal Hermes;6;7;5;2;3;1;2;4;3;2;2;4
41;031a- Ricardo Albuquerque;4;5;6;3;8;5;7;6;8;6;1;5
18;032a- Taquara;10;7;7;10;8;16;11;9;16;6;14;7
