AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a- Praça Mauá; 26; 26; 30; 18; 18; 10; 12; 18; 11; 14; 14; 22 
5;004a- Praça da República; 21; 40; 24; 24; 29; 19; 20; 28; 31; 22; 38; 40 
5;005a- Mem de Sá; 77; 111; 67; 78; 65; 68; 76; 77; 64; 67; 87; 104 
4;006a- Cidade nova; 16; 37; 26; 15; 18; 24; 20; 26; 27; 37; 11; 24 
5;007a- Santa Tereza; 3; - ; 8; 6; 1; 2; 3; 8; 10; 3; 9; 4 
2;009a- Catete; 21; 27; 55; 34; 23; 44; 34; 23; 23; 28; 36; 36 
2;010a- Botafogo; 11; 13; 11; 15; 15; 9; 12; 29; 17; 22; 13; 17 
23;011a- Rocinha; 4; 1; 2; 6; 6; 1; 1; 3; 4; 4; 4; - 
19;012a- Copacabana; 51; 69; 56; 45; 39; 29; 34; 52; 24; 35; 49; 56 
19;013a- Ipanema; 27; 24; 20; 16; 16; 24; 9; 35; 12; 20; 15; 25 
23;014a- Leblon; 38; 45; 46; 51; 31; 33; 24; 38; 31; 48; 29; 43 
23;015a- Gávea; 9; 11; 7; 16; 11; 9; 8; 11; 12; 8; 7; 10 
31;016a- Barra da Tijuca; 55; 57; 58; 64; 61; 50; 49; 39; 44; 51; 69; 69 
4;017a- São Cristóvão; 34; 39; 38; 46; 28; 18; 21; 30; 22; 27; 22; 22 
4;018a- Praça da Bandeira; 14; 17; 16; 13; 9; 15; 15; 13; 10; 41; 13; 12 
6;019a- Tijuca; 24; 18; 27; 15; 12; 23; 25; 20; 24; 23; 25; 26 
6;020a- Grajaú; 29; 20; 11; 20; 17; 16; 19; 36; 23; 14; 22; 21 
22;021a- Bonsucesso; 62; 53; 85; 89; 82; 98; 93; 66; 82; 72; 64; 70 
16;022a- Penha; 29; 31; 49; 24; 39; 31; 27; 36; 35; 26; 40; 20 
3;023a- Meier; 28; 18; 23; 21; 24; 22; 24; 26; 18; 19; 28; 26 
3;024a- Piedade; 10; 2; 8; 10; 20; 15; 20; 11; 23; 11; 8; 8 
3;025a- Engenho novo; 24; 22; 16; 11; 21; 18; 23; 27; 32; 11; 14; 19 
3;026a- Todos os Santos; 39; 27; 24; 28; 11; 12; 10; 16; 13; 17; 15; 20 
41;027a- Vicente de Carvalho; 25; 27; 40; 29; 20; 32; 25; 33; 18; 21; 21; 20 
9;028a- Campinho; 21; 14; 14; 8; 15; 8; 12; 8; 16; 11; 7; 17 
9;029a- Madureira; 27; 40; 33; 32; 30; 38; 29; 37; 32; 21; 31; 32 
9;030a- marechal Hermes; 12; 8; 13; 7; 9; 14; 9; 5; 14; 11; 16; 9 
41;031a- Ricardo Albuquerque; 12; 12; 22; 18; 21; 17; 21; 20; 27; 28; 26; 25 
18;032a- Taquara; 59; 72; 56; 69; 50; 60; 55; 53; 44; 40; 70; 59 
14;033a- Realengo; 20; 25; 28; 15; 27; 23; 35; 27; 24; 17; 31; 22 
14;034a- Bangu; 85; 96; 86; 76; 127; 90; 66; 69; 70; 80; 71; 61 
40;035a- Campo Grande; 54; 66; 75; 62; 43; 73; 72; 54; 58; 69; 44; 65 
27;036a- Santa Cruz; 27; 21; 28; 10; 14; 16; 32; 17; 25; 27; 26; 13 
17;037a- Ilha do Governador; 24; 11; 26; 16; 24; 30; 26; 36; 29; 13; 10; 13 
16;038a- Braz de Pina; 28; 16; 30; 45; 42; 48; 55; 34; 34; 23; 40; 39 
41;039a- Pavuna; 50; 50; 45; 33; 40; 51; 40; 42; 44; 37; 49; 45 
9;040a- Honório Gurgel; 9; 8; 11; 10; 19; 25; 28; 25; 23; 23; 16; 9 
18;041a- Tanque; 10; 23; 8; 13; 8; 18; 17; 12; 9; 10; 11; 10 
31;042a- Recreio; 20; 16; 29; 13; 16; 25; 14; 36; 29; 18; 20; 22 
27;043a- Pedra de Guaratiba; 12; 14; 18; 11; 7; 16; 14; 16; 6; 11; 11; 8 
