AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a- Praça Mauá;-;-;-;-;1;-;-;-;1;1;-;-
5;004a- Praça da República;2;3;1;-;-;1;1;-;2;1;2;-
5;005a- Mem de Sá;2;1;2;5;3;-;2;3;4;4;4;2
4;006a- Cidade nova;7;4;3;2;4;-;1;5;4;-;1;1
5;007a- Santa Tereza;-;-;2;-;1;-;-;-;-;1;4;-
2;009a- Catete;3;1;3;2;1;1;1;4;2;3;3;1
2;010a- Botafogo;3;1;2;2;1;1;1;-;-;1;2;2
23;011a- Rocinha;2;3;-;1;-;1;-;-;4;1;1;2
19;012a- Copacabana;4;1;2;1;3;-;1;1;4;1;2;1
19;013a- Ipanema;1;1;-;-;-;1;1;5;1;1;-;2
23;014a- Leblon;-;-;-;-;1;2;2;2;1;-;1;-
23;015a- Gávea;-;2;-;1;-;2;1;-;-;1;-;-
31;016a- Barra da Tijuca;3;1;2;8;8;5;6;7;3;2;-;5
4;017a- São Cristóvão;4;1;1;2;3;11;1;-;1;2;2;1
4;018a- Praça da Bandeira;1;2;1;4;-;-;-;-;-;1;1;2
6;019a- Tijuca;1;2;2;1;-;1;2;2;1;1;-;2
6;020a- Grajaú;3;3;3;-;1;3;1;-;3;1;2;1
22;021a- Bonsucesso;8;4;4;4;3;-;4;3;8;2;13;7
16;022a- Penha;5;3;1;4;2;3;3;-;1;2;2;4
3;023a- Meier;2;1;3;-;-;-;2;1;-;2;1;1
3;024a- Piedade;2;2;-;2;1;-;-;3;2;1;4;2
3;025a- Engenho novo;1;1;-;2;4;1;4;2;5;3;1;1
3;026a- Todos os Santos;3;2;4;-;1;2;-;3;2;1;3;-
41;027a- Vicente de Carvalho;4;2;2;1;1;-;-;2;-;3;2;1
9;028a- Campinho;8;6;2;4;2;-;9;3;2;5;5;1
9;029a- Madureira;-;2;2;1;2;1;4;2;1;4;1;7
9;030a- marechal Hermes;2;-;6;2;-;2;4;3;-;2;3;1
41;031a- Ricardo Albuquerque;4;2;5;4;2;1;2;6;5;-;4;1
18;032a- Taquara;10;14;8;9;5;9;6;7;12;10;11;8
14;033a- Realengo;6;3;2;3;5;3;3;4;6;4;2;5
14;034a- Bangu;5;8;10;10;5;8;9;6;11;6;7;1
40;035a- Campo Grande;19;8;13;12;15;15;8;17;15;23;14;10
27;036a- Santa Cruz;10;6;9;10;17;1;7;11;16;10;22;10
17;037a- Ilha do Governador;5;1;4;2;3;-;4;5;3;5;5;7
16;038a- Braz de Pina;7;3;3;4;1;1;4;2;5;4;4;2
41;039a- Pavuna;4;2;5;2;3;3;5;5;1;1;1;3
9;040a- Honório Gurgel;7;-;2;1;4;1;1;9;1;1;-;2
18;041a- Tanque;3;-;1;3;2;1;-;-;6;3;-;1
31;042a- Recreio;5;1;1;2;4;8;3;5;2;3;6;2
27;043a- Pedra de Guaratiba;9;5;9;4;5;9;4;6;5;6;8;7
3;044a- Inhaúma;-;-;4;1;1;1;1;6;1;4;5;2
16;045a- Alemão;-;1;-;-;-;1;-;-;-;1;-;-
24;048a- Seropédica;1;1;5;1;-;2;2;1;2;3;1;1
24;050a- Itaguaí;7;-;4;2;7;5;4;5;4;2;-;5
24;051a- Paracambí;-;1;-;1;-;2;1;2;-;-;1;1
20;052a- nova Iguaçu;5;5;-;3;3;8;1;4;2;7;2;3
20;053a- Mesquita;5;4;4;13;6;4;1;3;5;6;3;6
39;054a- Belford Roxo;8;7;11;9;12;7;3;10;8;7;11;17
24;055a- Queimados;2;5;5;5;3;3;6;2;2;7;2;6
20;056a- Comendador Soares;3;6;6;3;12;9;7;4;10;8;7;5
20;057a- Nilópolis;9;4;3;4;1;3;1;4;6;6;3;3
20;058a- Posse;11;13;13;17;17;14;18;14;13;10;18;20
15;059a- Duque de Caxias;10;7;10;10;13;16;18;9;16;23;15;11
15;060a- Campos Elíseos;4;4;9;4;7;10;5;5;2;2;5;6
15;061a- Xerém;3;-;-;2;3;-;1;1;-;2;-;1
15;062a- Imbariê;2;-;2;1;3;3;6;1;4;6;2;4
24;063a- Japerí;6;7;1;1;2;2;4;1;2;1;1;1
21;064a- Vilar dos Teles;14;7;8;12;14;9;17;13;13;11;5;12
34;065a- Magé;4;1;4;2;1;1;3;5;3;2;-;5
34;066a- Piabetá;5;6;3;3;3;1;8;4;7;3;6;6
34;067a- Guapimirim;1;2;3;-;1;1;3;-;1;4;-;-
35;070a- Tanguá;2;2;1;-;-;-;1;-;2;1;-;-
35;071a- Itaboraí;7;11;2;8;7;11;5;8;5;10;6;7
7;072a- São Gonçalo;2;4;5;3;3;5;6;6;3;7;12;4
7;073a- Neves;3;4;5;2;1;6;3;5;5;3;2;3
7;074a- Alcantara;6;5;6;7;4;5;4;6;8;12;4;11
7;075a- Rio do Ouro;5;3;5;4;1;4;4;6;2;3;2;4
12;076a- Niterói - Centro;3;3;3;3;2;3;3;4;3;2;5;1
12;077a- Icaraí;3;-;1;1;2;1;2;3;-;-;1;1
12;078a- Fonseca;3;4;2;5;4;2;4;1;5;5;4;4
12;079a- Jurujuba;-;1;-;2;1;3;-;1;-;1;2;-
12;081a- Itaipú;1;-;2;2;2;7;4;6;6;4;5;7
12;082a- maricá;7;9;6;6;1;9;4;4;5;2;6;2
10;087a- Paty de Alferes ( a inaugurar);-;-;-;-;-;-;-;-;-;-;-;-
10;088a- Barra do Piraí;2;4;3;1;2;2;2;-;2;2;1;2
37;089a- Resende;8;-;2;3;1;1;4;1;1;7;4;4
28;090a- Barra Mansa;3;-;2;2;1;3;2;1;-;2;3;3
10;091a- Valença;-;2;2;1;2;-;2;3;2;4;2;4
10;092a- Rio das Flores;-;-;-;-;-;-;-;-;-;-;-;2
28;093a- Volta Redonda;5;1;3;5;4;3;4;4;6;1;2;2
10;094a- Piraí;2;2;-;-;4;1;1;-;-;1;-;-
10;095a- Vassouras;-;-;4;-;-;2;1;-;1;1;-;2
10;096a- Miguel Pereira;2;1;1;1;-;1;2;3;8;3;2;4
10;097a- Mendes;-;1;3;1;-;-;2;-;1;-;1;-
10;098a- Paulo de Frontin;1;2;-;1;3;1;1;-;2;-;-;1
37;099a- Itatiaia;1;-;-;1;2;-;1;-;2;1;4;1
37;100a- Porto Real;-;-;-;-;-;2;1;2;-;-;-;-
28;101a- Pinheiral;1;-;1;2;1;1;1;-;1;-;-;1
30;104a- São J- Rio Preto;-;-;-;1;1;-;3;1;-;1;1;1
26;105a- Petrópolis;3;6;4;4;5;4;2;5;7;4;5;12
26;106a- Itaipava;1;1;1;1;-;4;2;8;4;2;5;3
38;107a- Paraíba do Sul;1;1;2;1;-;-;1;-;4;2;5;-
38;108a- Três Rios;3;3;3;2;6;4;2;6;5;6;7;11
38;109a- Sapucaia;1;1;1;-;-;-;-;-;-;1;-;-
30;110a- Teresópolis;1;6;7;9;13;6;5;6;4;8;4;9
30;111a- Sumidouro;1;-;-;1;-;-;-;-;-;-;-;1
30;112a- Carmo;-;1;1;-;-;1;-;-;2;-;1;-
25;118a- Araruama;3;5;4;6;3;10;3;6;5;5;2;1
35;119a- Rio Bonito;1;-;2;2;1;1;-;-;-;-;2;5
35;120a- Silva Jardim;-;-;-;-;-;-;-;2;-;-;-;-
32;121a- Casimiro de abreu;1;2;1;3;-;1;1;-;1;-;1;1
32;122a- Conceição de Macabú;-;3;-;-;-;1;1;-;-;-;2;3
32;123a- Macaé;4;3;2;7;6;3;8;5;11;4;4;5
25;124a- Saquarema;4;1;-;2;3;1;2;1;6;5;4;1
25;125a- São Pedro da Aldeia;2;5;5;-;2;4;2;1;1;1;2;2
25;126a- Cabo Frio;3;9;13;73;14;10;5;6;5;10;10;13
25;127a- Búzios;-;1;-;-;-;-;4;-;1;1;2;4
32;128a- Rio das Ostras;5;2;11;8;8;2;12;8;3;5;1;7
25;129a- Iguaba;2;-;-;-;-;2;-;1;1;-;1;-
32;130a- Quissamã;2;1;1;2;2;-;1;2;-;1;-;-
25;132a- Arraial do Cabo;1;-;-;1;4;2;-;2;-;1;-;-
8;134a- Campos;4;7;12;10;4;2;5;6;13;3;3;10
36;135a- Itaocara;1;-;-;-;-;1;-;-;-;1;-;-
36;136a- Santo Antonio de Pádua;-;2;-;1;1;1;3;-;1;3;-;2
36;137a- Miracema;1;1;1;-;-;1;-;-;-;-;-;-
29;138a- Lajes de Muriaré;-;-;1;-;2;-;-;-;1;-;-;1
29;139a- Porciúncula;-;1;2;-;-;-;2;-;-;6;1;1
29;140a- Natividade;-;2;1;-;1;2;-;2;-;-;-;-
8;141a- São Fidelis;1;-;-;-;2;-;-;-;-;-;-;1
36;142a- Cambucí;-;-;1;-;-;-;-;-;-;2;-;1
29;143a- Itaperuna;4;2;3;1;-;2;16;1;3;2;4;-
29;144a- Bom Jesus do Itabapoana;1;1;-;-;4;3;-;-;2;-;1;1
8;145a- São João da Barra;1;1;2;-;3;3;3;1;3;-;1;1
8;146a- Guarus;6;5;7;9;2;6;1;2;1;5;2;2
8;147a- São Francisco de Itabapoana;1;1;1;1;1;2;2;1;-;1;2;-
29;148a- Italva;-;1;-;-;-;1;2;2;3;-;4;2
11;151a- nova Friburgo;6;3;2;6;2;2;5;3;3;9;4;3
11;152a- Duas Barras;-;1;-;-;-;-;-;5;-;-;-;-
11;153a- Cantagalo;-;1;1;-;1;1;-;1;2;2;-;-
11;154a- Cordeiro;-;-;-;-;-;1;2;1;-;-;1;-
36;155a- São Sebastião do Alto;-;-;1;-;-;-;1;-;-;-;-;-
11;156a- Santa maria Madalena;-;-;3;-;1;1;1;1;-;-;1;-
11;157a- Trajano de Morais;-;1;-;-;1;-;-;1;-;1;-;-
11;158a- Bom Jardim;1;1;-;1;-;2;-;-;1;-;-;1
35;159a- Cachoeira de Macacú;-;-;4;3;2;-;2;1;3;3;-;2
33;165a- Mangaratiba;-;1;-;-;-;4;3;2;5;1;-;-
33;166a- Angra dos Reis;6;2;5;3;3;3;8;4;7;4;7;4
33;167a- Paraty;2;1;1;-;1;1;3;3;8;2;2;1
33;168a- Rio Claro;1;1;-;-;1;-;-;-;1;-;1;-
