AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
5;004a. Praça da República; - ; - ; - ; - ; - ; - ; - ; 1; 1; - ; 3; 2 
5;005a. Mem de Sá; 7; 18; 18; 13; 18; 6; 14; 30; 27; 45; 15; 9 
4;006a. Cidade nova; 3; - ; - ; - ; - ; - ; 1; - ; - ; 1; - ; -   
5;007a. Santa Tereza; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
2;009a. Catete; 17; 17; 5; - ; 1; - ; - ; - ; - ; 1; - ; -   
2;010a. Botafogo; - ; 1; 6; 4; 3; 4; 10; - ; 26; 18; 28; -   
23;011a. Rocinha; - ; 1; - ; - ; - ; - ; - ; 1; - ; - ; 1; -   
19;012a. Copacabana; 4; 17; 8; 5; 9; 5; 26; 21; 43; 51; 33; 8 
19;013a. Ipanema; - ; 3; 1; - ; 1; 9; 2; 6; 6; 7; - ; -   
23;014a. Leblon; 22; 23; 21; 6; 2; 5; 8; 19; 30; 29; 32; 32 
23;015a. Gávea; - ; - ; - ; - ; 1; - ; 1; 4; - ; 5; 1; -   
31;016a. Barra da Tijuca; 7; 5; 5; 2; 3; 3; 10; 8; 13; 20; 12; 23 
4;017a. São Cristóvão; 6; 7; 8; 3; 3; 1; 8; 5; 16; 10; 12; 7 
4;018a. Praça da Bandeira; - ; - ; 1; - ; - ; - ; - ; - ; - ; - ; 2; -   
6;019a. Tijuca; 2; 3; 2; - ; 5; 4; 3; 2; 10; 8; 20; 8 
6;020a. Grajaú; - ; - ; - ; - ; 1; - ; 1; 1; 1; - ; 1; 1 
22;021a. Bonsucesso; 3; 13; 10; 15; 11; 3; 23; 16; 20; 21; 22; 28 
16;022a. Penha; 7; 21; 11; 7; 17; 3; 12; 14; 12; 19; 11; 16 
3;023a. Meier; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 2 
3;024a. Piedade; 1; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 3 
3;025a. Engenho novo; 10; 13; 8; 13; 19; 21; 26; 31; 27; 44; 28; 27 
3;026a. Todos os Santos; - ; - ; - ; - ; 1; 1; - ; 2; 2; 1; - ; -   
41;027a. Vicente de Carvalho; 4; 2; - ; - ; - ; - ; - ; - ; 1; - ; 2; 1 
9;028a. Campinho; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 4 
9;029a. Madureira; 5; 12; 10; 14; 11; 7; 14; 13; 11; 10; 29; 13 
