AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a- Praça Mauá;-;-;-;-;-;-;-;1;-;-;-;-
5;004a- Praça da República;-;1;-;-;-;-;1;-;-;1;-;-
5;005a- Mem de Sá;-;-;-;-;-;-;-;-;-;-;1;-
4;006a- Cidade nova;-;-;-;-;-;-;-;-;-;-;-;-
5;007a- Santa Tereza;-;-;-;-;-;-;-;-;-;-;-;-
2;009a- Catete;-;-;-;-;-;-;-;-;-;-;-;-
2;010a- Botafogo;-;-;-;-;-;-;-;-;-;-;-;-
23;011a- Rocinha;-;-;-;-;-;-;-;-;-;-;-;-
19;012a- Copacabana;-;1;-;-;-;1;-;-;-;-;-;-
19;013a- Ipanema;-;-;-;-;-;-;-;-;-;-;-;-
23;014a- Leblon;-;-;-;-;-;-;-;-;-;-;-;-
23;015a- Gávea;-;-;-;-;-;-;-;-;-;-;-;-
31;016a- Barra da Tijuca;-;-;-;-;-;-;-;-;-;1;-;-
4;017a- São Cristóvão;-;-;1;-;-;-;-;-;-;1;1;-
4;018a- Praça da Bandeira;-;2;-;-;-;-;1;-;-;1;1;-
6;019a- Tijuca;-;-;-;-;-;1;-;-;-;-;-;-
6;020a- Grajaú;-;-;-;-;-;1;-;-;-;1;-;1
22;021a- Bonsucesso;1;1;-;-;-;-;-;-;-;1;-;4
16;022a- Penha;1;-;1;-;-;-;-;-;-;-;-;1
3;023a- Meier;-;1;-;-;-;1;-;-;-;1;-;-
3;024a- Piedade;-;3;-;-;-;-;-;-;-;-;-;-
3;025a- Engenho novo;-;2;-;-;-;1;-;-;-;-;-;-
3;026a- Todos os Santos;-;-;-;-;-;-;-;-;-;-;-;-
41;027a- Vicente de Carvalho;2;-;1;-;-;1;3;-;-;-;-;1
9;028a- Campinho;-;1;1;-;1;-;-;1;-;-;1;1
9;029a- Madureira;-;-;-;1;-;-;-;-;-;1;-;1
9;030a- marechal Hermes;-;-;-;-;-;1;-;-;-;-;-;-
41;031a- Ricardo Albuquerque;-;-;-;-;-;1;-;-;-;-;-;-
18;032a- Taquara;-;-;-;-;-;-;-;-;-;-;1;2
14;033a- Realengo;-;-;-;-;-;-;1;-;1;-;1;1
14;034a- Bangu;-;-;1;1;-;-;-;-;-;-;1;-
40;035a- Campo Grande;-;-;-;-;-;1;-;-;-;1;-;-
27;036a- Santa Cruz;-;-;-;-;-;-;-;-;-;-;-;-
17;037a- Ilha do Governador;-;-;-;-;-;-;-;-;-;-;-;2
16;038a- Braz de Pina;-;1;-;1;-;2;-;-;-;-;-;-
41;039a- Pavuna;1;1;-;-;-;2;-;-;-;2;-;-
9;040a- Honório Gurgel;-;-;-;-;-;-;-;1;-;-;-;-
18;041a- Tanque;-;-;-;-;-;-;-;-;-;-;-;-
31;042a- Recreio;-;-;1;1;-;-;-;-;-;-;-;-
27;043a- Pedra de Guaratiba;-;-;-;-;-;-;-;-;-;-;-;-
3;044a- Inhaúma;-;-;-;-;1;-;-;-;-;2;-;-
16;045a- Alemão;-;-;-;-;-;-;-;-;-;-;-;-
24;048a- Seropédica;-;-;-;-;-;-;-;-;-;-;-;-
24;050a- Itaguaí;-;-;-;-;-;-;2;-;-;-;1;1
