AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a- Praça Mauá;-;1;-;-;-;1;-;1;-;-;1;-
5;004a- Praça da República;10;23;34;14;10;10;5;21;13;24;10;10
5;005a- Mem de Sá;7;-;-;1;-;-;-;1;5;5;-;2
4;006a- Cidade nova;11;6;5;-;2;3;1;1;3;2;2;4
5;007a- Santa Tereza;14;-;2;5;26;12;1;5;17;4;4;3
2;009a- Catete;2;1;17;3;3;5;2;4;2;5;2;4
2;010a- Botafogo;-;2;6;2;-;1;-;-;-;-;-;2
23;011a- Rocinha;-;-;-;-;-;-;1;-;-;1;-;-
19;012a- Copacabana;19;17;4;3;3;-;2;9;1;6;6;4
19;013a- Ipanema;10;4;2;6;-;5;3;13;9;14;1;4
23;014a- Leblon;-;-;-;10;-;1;1;-;-;-;-;-
23;015a- Gávea;-;-;3;4;3;1;-;-;-;4;3;4
31;016a- Barra da Tijuca;4;1;7;2;-;-;9;6;6;6;2;1
4;017a- São Cristóvão;7;3;19;12;17;9;15;16;22;12;2;2
4;018a- Praça da Bandeira;-;2;-;8;4;-;-;-;-;-;2;-
6;019a- Tijuca;11;5;1;2;9;1;14;1;3;-;2;1
6;020a- Grajaú;14;29;25;17;8;3;2;4;8;5;7;4
22;021a- Bonsucesso;4;10;11;11;3;11;7;5;10;6;12;9
16;022a- Penha;5;6;7;5;4;12;5;4;1;5;1;3
3;023a- Meier;1;-;2;-;-;-;1;-;3;1;-;-
3;024a- Piedade;2;-;-;2;7;-;-;-;3;1;3;1
3;025a- Engenho novo;12;11;17;18;3;1;8;4;3;6;13;7
3;026a- Todos os Santos;4;4;8;4;1;-;3;6;1;-;6;4
41;027a- Vicente de Carvalho;2;1;4;1;7;-;2;2;-;2;4;-
9;028a- Campinho;3;-;3;-;7;1;2;1;1;2;1;4
9;029a- Madureira;9;6;-;9;5;2;4;3;1;-;1;17
9;030a- marechal Hermes;2;2;-;6;-;-;2;1;-;2;1;2
41;031a- Ricardo Albuquerque;4;3;1;2;7;1;1;6;1;8;3;2
18;032a- Taquara;5;10;15;13;17;19;24;22;21;18;38;27
14;033a- Realengo;1;7;1;4;7;1;3;1;1;4;4;4
14;034a- Bangu;6;3;5;4;4;4;5;9;6;5;13;36
40;035a- Campo Grande;5;4;-;2;2;3;4;7;4;8;7;6
27;036a- Santa Cruz;7;13;3;4;9;13;5;5;5;2;2;11
17;037a- Ilha do Governador;3;1;-;2;2;-;1;-;2;4;1;2
16;038a- Braz de Pina;3;1;1;-;7;-;3;6;7;6;-;3
41;039a- Pavuna;-;5;6;6;5;14;4;4;4;6;14;2
9;040a- Honório Gurgel;11;4;1;3;4;1;1;4;-;2;3;-
18;041a- Tanque;-;2;-;1;-;2;1;-;-;2;2;4
31;042a- Recreio;9;3;1;-;4;-;-;5;1;-;4;-
27;043a- Pedra de Guaratiba;-;2;2;-;2;1;1;1;1;2;2;1
3;044a- Inhaúma;5;7;-;1;-;2;4;4;1;1;7;-
16;045a- Alemão;5;-;-;5;2;3;7;3;1;1;-;3
24;048a- Seropédica;6;4;1;4;4;-;-;1;7;1;2;2
24;050a- Itaguaí;11;5;4;9;4;2;22;2;6;4;-;3
24;051a- Paracambí;-;2;10;6;4;1;2;4;5;1;2;1
20;052a- nova Iguaçu;4;-;2;6;4;7;9;4;3;1;3;3
20;053a- Mesquita;9;9;5;23;9;18;6;15;4;5;7;2
39;054a- Belford Roxo;8;11;7;3;9;9;7;16;9;4;15;10
24;055a- Queimados;12;12;5;6;10;2;13;6;20;3;3;7
20;056a- Comendador Soares;24;4;9;4;2;5;6;8;3;4;9;6
20;057a- Nilópolis;2;8;2;3;5;8;8;6;5;2;8;7
20;058a- Posse;3;10;8;4;12;6;10;4;14;15;13;7
15;059a- Duque de Caxias;5;9;13;7;20;21;31;37;21;23;42;19
15;060a- Campos Elíseos;4;6;4;10;9;10;7;9;4;8;12;10
15;061a- Xerém;-;1;2;-;2;1;-;3;1;4;-;-
15;062a- Imbariê;4;6;4;10;8;6;4;4;3;12;1;17
24;063a- Japerí;7;8;27;4;1;6;3;7;5;3;5;5
21;064a- Vilar dos Teles;2;7;8;18;8;10;13;12;19;9;9;13
34;065a- Magé;2;3;18;4;6;9;11;5;1;8;2;2
34;066a- Piabetá;2;4;6;1;10;2;5;4;1;3;3;3
34;067a- Guapimirim;1;1;-;1;1;-;1;-;2;3;4;2
35;070a- Tanguá;-;1;2;-;1;-;-;2;-;-;-;2
35;071a- Itaboraí;1;12;10;7;6;12;8;1;4;13;9;6
7;072a- São Gonçalo;3;1;2;5;1;3;7;3;13;5;7;-
7;073a- Neves;4;7;5;3;4;8;5;8;9;8;6;8
7;074a- Alcantara;8;8;8;8;1;5;8;3;3;5;5;2
7;075a- Rio do Ouro;11;3;5;3;-;6;6;3;3;1;-;3
12;076a- Niterói - Centro;-;-;3;4;-;-;1;3;1;-;1;2
12;077a- Icaraí;2;-;3;3;-;1;3;5;2;-;1;-
12;078a- Fonseca;6;3;7;11;2;6;3;4;7;9;6;6
12;079a- Jurujuba;6;3;2;1;-;1;5;4;1;3;-;1
12;081a- Itaipú;-;-;-;-;3;6;5;2;1;2;1;2
12;082a- maricá;5;1;3;3;5;1;3;4;4;3;4;3
10;087a- Paty de Alferes ( a inaugurar);-;-;-;-;-;-;-;-;-;-;-;
10;088a- Barra do Piraí;1;3;2;4;4;2;2;5;-;4;2;5
37;089a- Resende;2;2;3;2;-;6;3;8;1;2;4;5
28;090a- Barra Mansa;1;1;8;9;9;3;10;1;5;7;12;15
10;091a- Valença;1;1;4;1;4;1;5;-;4;3;1;4
10;092a- Rio das Flores;-;-;-;-;-;-;-;-;-;-;-;-
28;093a- Volta Redonda;14;5;3;7;2;2;4;14;12;8;6;6
10;094a- Piraí;-;2;1;1;-;1;-;-;-;-;2;-
10;095a- Vassouras;-;-;-;-;2;-;1;2;5;3;-;1
10;096a- Miguel Pereira;-;-;-;-;-;3;-;-;1;1;1;1
