AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; 45; 49; 38; 55; 40; 41; 37; 42; 44; 30; 35; 32 
5;004a. Praça da República; 103; 140; 94; 108; 111; 94; 77; 95; 87; 115; 86; 74 
5;005a. Mem de Sá; 98; 183; 134; 128; 123; 93; 110; 100; 110; 87; 110; 122 
4;006a. Cidade nova; 48; 60; 47; 55; 65; 67; 42; 43; 41; 50; 48; 55 
5;007a. Santa Tereza; 31; 28; 29; 22; 29; 29; 23; 15; 23; 27; 29; 26 
2;009a. Catete; 107; 117; 69; 99; 82; 52; 60; 37; 52; 69; 69; 61 
2;010a. Botafogo; 47; 49; 57; 73; 71; 39; 37; 42; 51; 49; 50; 51 
23;011a. Rocinha; - ; - ; 2; 1; - ; 1; - ; 2; - ; 2; 4; -   
19;012a. Copacabana; 42; 22; 25; 16; 12; 9; 7; 17; 16; 18; 31; 36 
19;013a. Ipanema; 28; 17; 16; 10; 11; 7; 3; 12; 12; 6; 16; 15 
23;014a. Leblon; 58; 119; 41; 37; 32; 31; 27; 24; 40; 21; 26; 43 
23;015a. Gávea; 15; 16; 12; 16; 23; 15; 15; 19; 23; 11; 11; 11 
31;016a. Barra da Tijuca; 65; 33; 73; 63; 73; 62; 85; 86; 55; 54; 49; 59 
4;017a. São Cristóvão; 82; 96; 86; 51; 83; 88; 72; 63; 71; 93; 65; 56 
4;018a. Praça da Bandeira; 80; 64; 101; 74; 96; 86; 96; 86; 71; 82; 75; 57 
6;019a. Tijuca; 59; 69; 67; 55; 75; 60; 39; 49; 46; 39; 39; 48 
6;020a. Grajaú; 81; 90; 81; 57; 72; 37; 34; 40; 35; 55; 56; 81 
22;021a. Bonsucesso; 112; 92; 85; 66; 71; 54; 60; 59; 83; 98; 93; 85 
16;022a. Penha; 82; 86; 113; 124; 95; 94; 111; 79; 52; 79; 98; 109 
3;023a. Meier; 125; 121; 105; 79; 75; 68; 77; 85; 96; 65; 80; 69 
3;024a. Piedade; 78; 87; 81; 65; 68; 52; 67; 55; 60; 79; 68; 76 
3;025a. Engenho novo; 99; 63; 81; 58; 46; 64; 63; 57; 79; 86; 71; 56 
3;026a. Todos os Santos; 63; 65; 60; 63; 46; 33; 36; 40; 52; 59; 52; 62 
41;027a. Vicente de Carvalho; 194; 151; 194; 167; 160; 148; 122; 107; 124; 120; 155; 154 
9;028a. Campinho; 152; 149; 111; 112; 134; 109; 117; 92; 105; 104; 131; 154 
9;029a. Madureira; 140; 147; 163; 143; 163; 177; 128; 165; 166; 131; 152; 164 
9;030a. marechal Hermes; 96; 108; 111; 95; 118; 125; 89; 69; 58; 66; 70; 70 
41;031a. Ricardo Albuquerque; 141; 173; 162; 125; 121; 125; 139; 119; 90; 91; 101; 99 
18;032a. Taquara; 82; 76; 82; 82; 68; 72; 60; 74; 62; 53; 60; 65 
14;033a. Realengo; 147; 156; 133; 116; 122; 91; 86; 96; 86; 129; 123; 102 
