AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; 11; 8; 8; 6; 9; 8; 11; 7; 10; 7; 7; 6 
5;004a. Praça da República; 39; 42; 43; 40; 39; 21; 46; 38; 37; 43; 30; 31 
5;005a. Mem de Sá; 49; 58; 44; 44; 49; 30; 48; 63; 53; 69; 61; 47 
4;006a. Cidade nova; 33; 54; 30; 37; 28; 38; 36; 27; 36; 42; 38; 31 
5;007a. Santa Tereza; 22; 18; 21; 22; 13; 10; 14; 17; 14; 13; 14; 17 
2;009a. Catete; 50; 58; 37; 36; 28; 44; 28; 30; 35; 41; 38; 54 
2;010a. Botafogo; 38; 39; 36; 30; 35; 26; 40; 33; 42; 25; 33; 37 
23;011a. Rocinha; 41; 31; 35; 27; 25; 18; 21; 29; 18; 28; 26; 25 
19;012a. Copacabana; 76; 56; 48; 45; 28; 24; 26; 36; 44; 53; 48; 53 
19;013a. Ipanema; 40; 38; 25; 20; 30; 23; 18; 20; 35; 22; 19; 34 
23;014a. Leblon; 28; 36; 37; 28; 23; 12; 30; 24; 21; 28; 27; 23 
23;015a. Gávea; 24; 25; 11; 28; 17; 21; 32; 25; 26; 16; 21; 31 
31;016a. Barra da Tijuca; 98; 67; 67; 73; 48; 53; 65; 44; 51; 67; 76; 84 
4;017a. São Cristóvão; 46; 48; 42; 39; 38; 29; 43; 41; 47; 53; 48; 57 
4;018a. Praça da Bandeira; 28; 21; 27; 22; 38; 19; 29; 33; 29; 26; 21; 31 
6;019a. Tijuca; 56; 60; 35; 36; 44; 32; 36; 28; 40; 39; 29; 33 
6;020a. Grajaú; 49; 31; 44; 39; 51; 40; 29; 54; 56; 51; 43; 32 
22;021a. Bonsucesso; 80; 81; 72; 72; 70; 72; 81; 76; 103; 105; 102; 100 
16;022a. Penha; 48; 39; 30; 54; 39; 28; 27; 53; 42; 44; 64; 49 
3;023a. Meier; 36; 26; 35; 26; 38; 17; 34; 37; 29; 17; 28; 38 
3;024a. Piedade; 41; 30; 50; 44; 33; 22; 28; 30; 37; 39; 48; 38 
3;025a. Engenho novo; 65; 49; 37; 47; 45; 47; 51; 46; 53; 50; 42; 51 
3;026a. Todos os Santos; 63; 38; 48; 42; 33; 28; 46; 49; 46; 37; 31; 31 
41;027a. Vicente de Carvalho; 77; 58; 70; 74; 55; 60; 54; 62; 64; 65; 79; 73 
9;028a. Campinho; 80; 69; 64; 46; 48; 59; 75; 57; 71; 71; 80; 84 
9;029a. Madureira; 57; 57; 62; 40; 66; 47; 40; 44; 48; 52; 58; 70 
9;030a. marechal Hermes; 55; 58; 68; 58; 43; 48; 49; 58; 70; 45; 46; 61 
41;031a. Ricardo Albuquerque; 57; 82; 46; 55; 52; 44; 60; 48; 51; 78; 83; 56 
18;032a. Taquara; 272; 221; 215; 165; 165; 153; 192; 171; 183; 183; 185; 216 
14;033a. Realengo; 152; 107; 104; 112; 108; 88; 92; 105; 103; 128; 88; 129 
14;034a. Bangu; 185; 190; 146; 173; 146; 104; 145; 142; 144; 164; 143; 142 
40;035a. Campo Grande; 294; 234; 294; 289; 237; 230; 200; 248; 198; 206; 224; 260 
27;036a. Santa Cruz; 183; 144; 168; 145; 145; 124; 102; 139; 135; 134; 185; 167 
17;037a. Ilha do Governador; 95; 71; 76; 77; 68; 58; 63; 58; 58; 91; 75; 72 
16;038a. Braz de Pina; 72; 58; 73; 65; 78; 64; 65; 67; 66; 84; 77; 55 
41;039a. Pavuna; 50; 47; 51; 43; 37; 34; 50; 49; 56; 46; 55; 50 
9;040a. Honório Gurgel; 51; 45; 38; 35; 42; 38; 49; 51; 44; 52; 71; 59 
18;041a. Tanque; 60; 58; 58; 56; 59; 54; 50; 54; 58; 69; 63; 69 
31;042a. Recreio; 115; 81; 65; 62; 68; 82; 65; 77; 78; 66; 80; 90 
27;043a. Pedra de Guaratiba; 103; 95; 117; 77; 86; 105; 75; 74; 91; 92; 86; 81 
3;044a. Inhaúma; 43; 29; 42; 35; 23; 16; 29; 37; 33; 33; 40; 41 
16;045a. Alemão; 14; 8; 19; 19; 8; 13; 11; 8; 8; 12; 14; 4 
24;048a. Seropédica; 40; 38; 30; 26; 22; 31; 34; 41; 28; 29; 21; 41 
24;050a. Itaguaí; 61; 45; 36; 32; 40; 43; 44; 37; 35; 41; 45; 45 
24;051a. Paracambí; 32; 32; 21; 23; 29; 24; 21; 26; 14; 30; 25; 34 
20;052a. nova Iguaçu; 53; 36; 61; 46; 33; 53; 49; 40; 51; 36; 47; 56 
20;053a. Mesquita; 94; 74; 70; 68; 72; 79; 79; 83; 74; 72; 81; 73 
39;054a. Belford Roxo; 161; 124; 144; 143; 107; 115; 106; 120; 131; 138; 137; 158 
24;055a. Queimados; 120; 94; 75; 87; 84; 79; 66; 96; 92; 90; 78; 102 
20;056a. Comendador Soares; 136; 107; 93; 101; 72; 86; 84; 79; 93; 92; 108; 131 
20;057a. Nilópolis; 85; 76; 80; 56; 84; 55; 55; 63; 55; 71; 77; 65 
20;058a. Posse; 190; 148; 177; 170; 140; 173; 110; 169; 150; 183; 202; 188 
15;059a. Duque de Caxias; 206; 155; 131; 141; 161; 146; 155; 180; 153; 172; 186; 165 
15;060a. Campos Elíseos; 97; 96; 87; 71; 80; 68; 71; 79; 68; 89; 48; 66 
15;061a. Xerém; 36; 27; 32; 16; 26; 12; 20; 30; 14; 29; 20; 28 
15;062a. Imbariê; 71; 57; 56; 63; 53; 45; 44; 48; 50; 49; 38; 55 
24;063a. Japerí; 63; 48; 51; 45; 57; 43; 41; 51; 40; 51; 42; 56 
21;064a. Vilar dos Teles; 272; 210; 195; 176; 157; 198; 149; 179; 166; 174; 205; 194 
34;065a. Magé; 44; 30; 41; 51; 36; 33; 18; 31; 45; 44; 42; 27 
34;066a. Piabetá; 96; 94; 80; 59; 51; 65; 70; 60; 76; 69; 83; 81 
34;067a. Guapimirim; 25; 31; 31; 23; 24; 16; 33; 26; 33; 22; 29; 32 
35;070a. Tanguá; 14; 7; 6; 12; 2; 7; 11; 13; 13; 13; 13; 30 
35;071a. Itaboraí; 102; 74; 84; 84; 65; 72; 70; 101; 66; 90; 88; 92 
7;072a. São Gonçalo; 115; 97; 103; 88; 83; 85; 94; 100; 72; 91; 98; 118 
7;073a. Neves; 98; 97; 66; 60; 72; 60; 69; 91; 63; 89; 84; 69 
7;074a. Alcantara; 111; 113; 110; 103; 64; 86; 75; 85; 85; 85; 96; 99 
7;075a. Rio do Ouro; 80; 63; 65; 56; 53; 57; 33; 50; 45; 57; 47; 47 
12;076a. Niterói - Centro; 55; 50; 49; 39; 62; 50; 43; 72; 39; 47; 46; 47 
12;077a. Icaraí; 35; 41; 36; 43; 40; 21; 31; 37; 34; 35; 45; 35 
12;078a. Fonseca; 52; 59; 61; 47; 36; 48; 34; 34; 54; 47; 42; 48 
12;079a. Jurujuba; 37; 33; 41; 37; 32; 13; 22; 21; 33; 28; 25; 22 
12;081a. Itaipú; 49; 32; 57; 30; 35; 34; 31; 43; 57; 23; 43; 40 
12;082a. maricá; 90; 63; 85; 69; 73; 51; 71; 66; 63; 58; 63; 76 
10;087a. Paty do Alferes; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
10;088a. Barra do Piraí; 57; 48; 44; 41; 56; 34; 44; 47; 39; 43; 50; 36 
37;089a. Resende; 67; 54; 55; 69; 62; 59; 41; 72; 50; 61; 61; 46 
28;090a. Barra Mansa; 69; 68; 67; 72; 67; 62; 62; 76; 63; 66; 55; 54 
10;091a. Valença; 36; 41; 32; 37; 19; 35; 19; 42; 27; 23; 28; 32 
10;092a. Rio das Flores; 9; 3; 2; 3; 2; 3; 5; 7; 6; 8; 6; 4 
28;093a. Volta Redonda; 77; 59; 73; 77; 74; 75; 80; 79; 92; 104; 101; 122 
10;094a. Piraí; 14; 15; 12; 5; 16; 8; 12; 17; 14; 21; 10; 19 
10;095a. Vassouras; 14; 13; 24; 10; 20; 13; 12; 11; 11; 21; 16; 19 
10;096a. Miguel Pereira; 20; 30; 27; 27; 16; 22; 18; 17; 17; 12; 29; 22 
10;097a. Mendes; 4; 5; 12; 7; 9; 6; 10; 5; 4; 7; 8; 10 
10;098a. Paulo de Frontin; 13; 6; 6; 8; 12; 7; 8; 7; 13; 13; 3; 14 
37;099a. Itatiaia; 12; 14; 8; 38; 19; 6; 14; 20; 23; 22; 19; 22 
37;100a. Porto Real; 10; 7; 11; 18; 9; 16; 11; 18; 10; 6; 16; 25 
28;101a. Pinheiral; 19; 12; 12; 15; 13; 14; 15; 13; 7; 19; 20; 31 
30;104a. São J. Rio Preto; 7; 6; 6; 4; 2; 3; 3; 7; 7; 12; 3; 8 
26;105a. Petrópolis; 84; 82; 63; 122; 82; 63; 69; 89; 106; 96; 108; 113 
26;106a. Itaipava; 20; 30; 31; 22; 34; 17; 24; 14; 24; 23; 23; 19 
38;107a. Paraíba do Sul; 18; 25; 20; 13; 12; 12; 11; 15; 18; 8; 13; 16 
38;108a. Três Rios; 52; 59; 60; 52; 43; 45; 40; 35; 59; 66; 85; 62 
38;109a. Sapucaia; 7; 10; 11; 9; 10; 11; 5; 8; 14; 14; 13; 3 
30;110a. Teresópolis; 56; 66; 88; 67; 61; 69; 89; 100; 75; 79; 111; 91 
30;111a. Sumidouro; 5; 9; 5; 2; 4; 6; 6; 3; 3; 5; 6; 9 
30;112a. Carmo; 8; 12; 18; 18; 7; 1; 16; 10; 21; 9; 14; 12 
25;118a. Araruama; 63; 61; 60; 46; 44; 40; 49; 37; 44; 65; 46; 58 
35;119a. Rio Bonito; 31; 25; 30; 13; 23; 26; 21; 19; 24; 25; 19; 20 
35;120a. Silva Jardim; 13; 11; 10; 11; 10; 6; 9; 10; 5; 8; 6; 8 
32;121a. Casimiro de abreu; 14; 44; 12; 24; 17; 12; 22; 16; 15; 27; 11; 32 
32;122a. Conceição de Macabú; 9; 14; 8; 5; 5; 3; 13; 11; 6; 12; 15; 9 
32;123a. Macaé; 86; 85; 105; 55; 64; 83; 68; 87; 87; 88; 68; 87 
25;124a. Saquarema; 58; 38; 45; 26; 41; 40; 27; 32; 30; 27; 40; 41 
25;125a. São Pedro da Aldeia; 47; 52; 53; 35; 22; 21; 20; 44; 30; 42; 30; 38 
25;126a. Cabo Frio; 140; 86; 90; 78; 61; 86; 92; 84; 67; 80; 104; 104 
25;127a. Búzios; 38; 31; 21; 23; 10; 13; 13; 10; 17; 21; 24; 30 
32;128a. Rio das Ostras; 95; 91; 74; 79; 58; 48; 48; 62; 52; 41; 62; 66 
