AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá;2;0;5;.;.;.;.;.;.;.;.;.
5;004a. Praça da República;18;8;22;.;.;.;.;.;.;.;.;.
5;005a. Mem de Sá;6;5;12;.;.;.;.;.;.;.;.;.
4;006a. Cidade nova;37;32;46;.;.;.;.;.;.;.;.;.
5;007a. Santa Tereza;9;4;5;.;.;.;.;.;.;.;.;.
2;009a. Catete;3;4;6;.;.;.;.;.;.;.;.;.
2;010a. Botafogo;4;4;2;.;.;.;.;.;.;.;.;.
23;011a. Rocinha;0;0;0;.;.;.;.;.;.;.;.;.
19;012a. Copacabana;3;4;7;.;.;.;.;.;.;.;.;.
19;013a. Ipanema;1;1;2;.;.;.;.;.;.;.;.;.
23;014a. Leblon;2;1;5;.;.;.;.;.;.;.;.;.
23;015a. Gávea;3;0;0;.;.;.;.;.;.;.;.;.
31;016a. Barra da Tijuca;21;18;19;.;.;.;.;.;.;.;.;.
4;017a. São Cristóvão;22;17;27;.;.;.;.;.;.;.;.;.
4;018a. Praça da Bandeira;2;3;16;.;.;.;.;.;.;.;.;.
6;019a. Tijuca;10;4;12;.;.;.;.;.;.;.;.;.
6;020a. Grajaú;19;9;19;.;.;.;.;.;.;.;.;.
22;021a. Bonsucesso;132;84;84;.;.;.;.;.;.;.;.;.
16;022a. Penha;27;32;46;.;.;.;.;.;.;.;.;.
3;023a. Meier;20;12;15;.;.;.;.;.;.;.;.;.
3;024a. Piedade;15;10;7;.;.;.;.;.;.;.;.;.
3;025a. Engenho novo;104;82;119;.;.;.;.;.;.;.;.;.
3;026a. Todos os Santos;24;19;31;.;.;.;.;.;.;.;.;.
41;027a. Vicente de Carvalho;209;118;113;.;.;.;.;.;.;.;.;.
9;028a. Campinho;30;17;37;.;.;.;.;.;.;.;.;.
9;029a. Madureira;43;50;63;.;.;.;.;.;.;.;.;.
9;030a. marechal Hermes;43;35;30;.;.;.;.;.;.;.;.;.
41;031a. Ricardo Albuquerque;59;59;73;.;.;.;.;.;.;.;.;.
18;032a. Taquara;27;26;30;.;.;.;.;.;.;.;.;.
14;033a. Realengo;24;24;49;.;.;.;.;.;.;.;.;.
14;034a. Bangu;173;103;145;.;.;.;.;.;.;.;.;.
40;035a. Campo Grande;53;46;61;.;.;.;.;.;.;.;.;.
27;036a. Santa Cruz;38;38;35;.;.;.;.;.;.;.;.;.
17;037a. Ilha do Governador;15;16;15;.;.;.;.;.;.;.;.;.
16;038a. Braz de Pina;67;37;43;.;.;.;.;.;.;.;.;.
41;039a. Pavuna;158;118;167;.;.;.;.;.;.;.;.;.
9;040a. Honório Gurgel;107;61;56;.;.;.;.;.;.;.;.;.
18;041a. Tanque;11;4;15;.;.;.;.;.;.;.;.;.
31;042a. Recreio;6;10;10;.;.;.;.;.;.;.;.;.
27;043a. Pedra de Guaratiba;5;3;4;.;.;.;.;.;.;.;.;.
3;044a. Inhaúma;29;25;37;.;.;.;.;.;.;.;.;.
16;045a. Alemão;0;0;0;.;.;.;.;.;.;.;.;.
