AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá;14;5;15;.;.;.;.;.;.;.;.;.
5;004a. Praça da República;22;9;18;.;.;.;.;.;.;.;.;.
5;005a. Mem de Sá;16;11;17;.;.;.;.;.;.;.;.;.
4;006a. Cidade nova;9;5;10;.;.;.;.;.;.;.;.;.
5;007a. Santa Tereza;3;1;5;.;.;.;.;.;.;.;.;.
2;009a. Catete;17;3;14;.;.;.;.;.;.;.;.;.
2;010a. Botafogo;6;2;7;.;.;.;.;.;.;.;.;.
23;011a. Rocinha;2;0;1;.;.;.;.;.;.;.;.;.
19;012a. Copacabana;16;10;14;.;.;.;.;.;.;.;.;.
19;013a. Ipanema;5;2;6;.;.;.;.;.;.;.;.;.
23;014a. Leblon;13;8;9;.;.;.;.;.;.;.;.;.
23;015a. Gávea;8;3;1;.;.;.;.;.;.;.;.;.
31;016a. Barra da Tijuca;9;11;9;.;.;.;.;.;.;.;.;.
4;017a. São Cristóvão;14;18;21;.;.;.;.;.;.;.;.;.
4;018a. Praça da Bandeira;8;1;0;.;.;.;.;.;.;.;.;.
6;019a. Tijuca;12;6;8;.;.;.;.;.;.;.;.;.
6;020a. Grajaú;7;6;7;.;.;.;.;.;.;.;.;.
22;021a. Bonsucesso;60;24;44;.;.;.;.;.;.;.;.;.
16;022a. Penha;16;3;5;.;.;.;.;.;.;.;.;.
3;023a. Meier;4;0;0;.;.;.;.;.;.;.;.;.
3;024a. Piedade;8;5;7;.;.;.;.;.;.;.;.;.
3;025a. Engenho novo;18;8;7;.;.;.;.;.;.;.;.;.
3;026a. Todos os Santos;8;7;4;.;.;.;.;.;.;.;.;.
41;027a. Vicente de Carvalho;3;0;6;.;.;.;.;.;.;.;.;.
9;028a. Campinho;0;0;2;.;.;.;.;.;.;.;.;.
9;029a. Madureira;7;3;6;.;.;.;.;.;.;.;.;.
9;030a. marechal Hermes;4;4;3;.;.;.;.;.;.;.;.;.
41;031a. Ricardo Albuquerque;6;2;6;.;.;.;.;.;.;.;.;.
