AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá;3;4;2;.;.;.;.;.;.;.;.;.
5;004a. Praça da República;25;16;9;.;.;.;.;.;.;.;.;.
5;005a. Mem de Sá;0;3;5;.;.;.;.;.;.;.;.;.
4;006a. Cidade nova;28;38;51;.;.;.;.;.;.;.;.;.
5;007a. Santa Tereza;10;10;12;.;.;.;.;.;.;.;.;.
2;009a. Catete;11;22;22;.;.;.;.;.;.;.;.;.
2;010a. Botafogo;10;13;13;.;.;.;.;.;.;.;.;.
23;011a. Rocinha;0;0;0;.;.;.;.;.;.;.;.;.
19;012a. Copacabana;1;1;2;.;.;.;.;.;.;.;.;.
19;013a. Ipanema;1;3;3;.;.;.;.;.;.;.;.;.
23;014a. Leblon;5;5;3;.;.;.;.;.;.;.;.;.
23;015a. Gávea;2;6;6;.;.;.;.;.;.;.;.;.
31;016a. Barra da Tijuca;22;32;28;.;.;.;.;.;.;.;.;.
4;017a. São Cristóvão;26;49;30;.;.;.;.;.;.;.;.;.
4;018a. Praça da Bandeira;42;70;47;.;.;.;.;.;.;.;.;.
6;019a. Tijuca;26;38;28;.;.;.;.;.;.;.;.;.
6;020a. Grajaú;42;40;61;.;.;.;.;.;.;.;.;.
22;021a. Bonsucesso;54;88;80;.;.;.;.;.;.;.;.;.
16;022a. Penha;52;79;58;.;.;.;.;.;.;.;.;.
3;023a. Meier;57;51;53;.;.;.;.;.;.;.;.;.
3;024a. Piedade;30;28;31;.;.;.;.;.;.;.;.;.
3;025a. Engenho novo;59;75;80;.;.;.;.;.;.;.;.;.
3;026a. Todos os Santos;43;30;66;.;.;.;.;.;.;.;.;.
41;027a. Vicente de Carvalho;109;117;125;.;.;.;.;.;.;.;.;.
9;028a. Campinho;56;54;72;.;.;.;.;.;.;.;.;.
9;029a. Madureira;95;107;117;.;.;.;.;.;.;.;.;.
9;030a. marechal Hermes;57;58;50;.;.;.;.;.;.;.;.;.
41;031a. Ricardo Albuquerque;139;108;109;.;.;.;.;.;.;.;.;.
18;032a. Taquara;24;14;39;.;.;.;.;.;.;.;.;.
14;033a. Realengo;82;62;96;.;.;.;.;.;.;.;.;.
14;034a. Bangu;157;141;168;.;.;.;.;.;.;.;.;.
40;035a. Campo Grande;129;132;175;.;.;.;.;.;.;.;.;.
27;036a. Santa Cruz;26;45;51;.;.;.;.;.;.;.;.;.
17;037a. Ilha do Governador;21;25;19;.;.;.;.;.;.;.;.;.
16;038a. Braz de Pina;89;96;102;.;.;.;.;.;.;.;.;.
41;039a. Pavuna;161;123;169;.;.;.;.;.;.;.;.;.
9;040a. Honório Gurgel;175;133;203;.;.;.;.;.;.;.;.;.
18;041a. Tanque;17;16;26;.;.;.;.;.;.;.;.;.
31;042a. Recreio;25;29;57;.;.;.;.;.;.;.;.;.
27;043a. Pedra de Guaratiba;10;8;24;.;.;.;.;.;.;.;.;.
3;044a. Inhaúma;57;52;55;.;.;.;.;.;.;.;.;.
16;045a. Alemão;0;2;1;.;.;.;.;.;.;.;.;.
24;048a. Seropédica;11;11;17;.;.;.;.;.;.;.;.;.
24;050a. Itaguaí;56;51;47;.;.;.;.;.;.;.;.;.
24;051a. Paracambí;2;2;2;.;.;.;.;.;.;.;.;.
20;052a. nova Iguaçu;122;110;125;.;.;.;.;.;.;.;.;.
20;053a. Mesquita;79;74;83;.;.;.;.;.;.;.;.;.
39;054a. Belford Roxo;174;175;175;.;.;.;.;.;.;.;.;.
24;055a. Queimados;31;24;27;.;.;.;.;.;.;.;.;.
20;056a. Comendador Soares;73;73;85;.;.;.;.;.;.;.;.;.
20;057a. Nilópolis;142;105;169;.;.;.;.;.;.;.;.;.
20;058a. Posse;99;116;130;.;.;.;.;.;.;.;.;.
15;059a. Duque de Caxias;185;192;189;.;.;.;.;.;.;.;.;.
15;060a. Campos Elíseos;82;85;105;.;.;.;.;.;.;.;.;.
15;061a. Xerém;7;8;4;.;.;.;.;.;.;.;.;.
15;062a. Imbariê;51;48;41;.;.;.;.;.;.;.;.;.
24;063a. Japerí;28;21;18;.;.;.;.;.;.;.;.;.
21;064a. Vilar dos Teles;296;273;317;.;.;.;.;.;.;.;.;.
34;065a. Magé;8;9;10;.;.;.;.;.;.;.;.;.
34;066a. Piabetá;18;14;27;.;.;.;.;.;.;.;.;.
34;067a. Guapimirim;3;10;13;.;.;.;.;.;.;.;.;.
35;070a. Tanguá;9;7;9;.;.;.;.;.;.;.;.;.
35;071a. Itaboraí;50;76;100;.;.;.;.;.;.;.;.;.
7;072a. São Gonçalo;105;140;172;.;.;.;.;.;.;.;.;.
7;073a. Neves;102;134;175;.;.;.;.;.;.;.;.;.
7;074a. Alcantara;124;143;140;.;.;.;.;.;.;.;.;.
7;075a. Rio do Ouro;54;46;70;.;.;.;.;.;.;.;.;.
12;076a. Niterói - Centro;9;26;30;.;.;.;.;.;.;.;.;.
12;077a. Icaraí;27;28;38;.;.;.;.;.;.;.;.;.
