AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; 151; 444; 212; 147; 151; 135; 155; 186; 179; 153; 143; 174 
5;004a. Praça da República; 425; 631; 451; 391; 414; 397; 396; 407; 436; 441; 463; 518 
5;005a. Mem de Sá; 459; 878; 452; 372; 393; 317; 393; 366; 401; 384; 383; 456 
4;006a. Cidade nova; 127; 232; 123; 115; 110; 143; 139; 96; 115; 110; 151; 145 
5;007a. Santa Tereza; 46; 245; 67; 44; 37; 36; 33; 33; 33; 42; 34; 34 
2;009a. Catete; 270; 434; 209; 202; 159; 161; 181; 186; 174; 184; 187; 241 
2;010a. Botafogo; 253; 289; 269; 265; 250; 234; 222; 233; 244; 249; 226; 292 
23;011a. Rocinha; 32; 25; 36; 30; 21; 24; 28; 23; 17; 19; 18; 20 
19;012a. Copacabana; 1151; 516; 391; 304; 336; 291; 295; 315; 324; 296; 342; 455 
19;013a. Ipanema; 264; 326; 180; 166; 152; 137; 136; 172; 167; 175; 198; 204 
23;014a. Leblon; 506; 1372; 284; 269; 229; 262; 241; 298; 280; 244; 231; 401 
23;015a. Gávea; 150; 199; 112; 87; 132; 116; 102; 106; 102; 91; 64; 95 
31;016a. Barra da Tijuca; 641; 426; 418; 405; 367; 372; 347; 431; 453; 346; 371; 420 
4;017a. São Cristóvão; 164; 194; 218; 198; 202; 191; 182; 190; 168; 198; 190; 179 
4;018a. Praça da Bandeira; 154; 133; 196; 182; 188; 251; 168; 202; 166; 188; 154; 156 
6;019a. Tijuca; 204; 193; 245; 221; 213; 230; 208; 209; 208; 184; 209; 265 
6;020a. Grajaú; 148; 147; 162; 138; 141; 166; 144; 144; 147; 152; 132; 127 
22;021a. Bonsucesso; 275; 227; 221; 212; 260; 236; 249; 277; 256; 259; 228; 240 
16;022a. Penha; 154; 152; 173; 138; 177; 133; 159; 139; 166; 149; 160; 164 
3;023a. Meier; 198; 219; 199; 205; 219; 187; 195; 191; 204; 224; 218; 183 
3;024a. Piedade; 76; 66; 78; 73; 64; 85; 71; 80; 76; 83; 87; 54 
3;025a. Engenho novo; 130; 124; 137; 105; 129; 103; 104; 95; 112; 136; 117; 90 
3;026a. Todos os Santos; 66; 80; 105; 99; 85; 94; 91; 98; 85; 82; 78; 100 
41;027a. Vicente de Carvalho; 158; 170; 154; 185; 205; 140; 152; 162; 147; 144; 139; 147 
9;028a. Campinho; 127; 119; 134; 120; 110; 140; 143; 96; 116; 116; 118; 125 
9;029a. Madureira; 196; 225; 230; 216; 245; 260; 264; 315; 270; 280; 237; 322 
9;030a. marechal Hermes; 103; 106; 96; 111; 98; 94; 74; 83; 77; 93; 96; 93 
41;031a. Ricardo Albuquerque; 79; 67; 99; 87; 72; 55; 75; 102; 76; 85; 77; 100 
18;032a. Taquara; 350; 272; 345; 340; 325; 277; 318; 276; 316; 288; 332; 344 
14;033a. Realengo; 148; 171; 188; 207; 201; 183; 158; 165; 164; 174; 152; 132 
14;034a. Bangu; 337; 324; 437; 390; 378; 320; 350; 293; 270; 284; 281; 298 
40;035a. Campo Grande; 446; 405; 470; 417; 422; 423; 434; 414; 435; 405; 416; 401 
27;036a. Santa Cruz; 165; 179; 226; 171; 177; 200; 180; 198; 182; 204; 180; 214 
17;037a. Ilha do Governador; 224; 207; 217; 183; 218; 206; 184; 178; 179; 210; 194; 216 
16;038a. Braz de Pina; 110; 87; 118; 125; 115; 128; 130; 114; 86; 113; 116; 124 
41;039a. Pavuna; 127; 87; 109; 99; 116; 105; 114; 122; 131; 89; 117; 109 
9;040a. Honório Gurgel; 59; 71; 84; 70; 64; 68; 71; 65; 67; 86; 68; 70 
18;041a. Tanque; 112; 104; 111; 102; 105; 90; 101; 86; 76; 91; 104; 93 
31;042a. Recreio; 367; 280; 284; 223; 250; 195; 202; 200; 1540; 274; 209; 232 
27;043a. Pedra de Guaratiba; 98; 97; 120; 73; 76; 74; 63; 66; 65; 70; 73; 86 
3;044a. Inhaúma; 92; 101; 105; 124; 117; 116; 107; 114; 95; 117; 97; 89 
16;045a. Alemão; 10; 10; 14; 12; 8; 5; 7; 10; 8; 11; 6; 11 
24;048a. Seropédica; 37; 26; 38; 32; 22; 34; 33; 37; 41; 34; 33; 35 
24;050a. Itaguaí; 118; 88; 159; 96; 109; 100; 121; 199; 117; 88; 95; 117 
24;051a. Paracambí; 18; 13; 18; 12; 19; 22; 17; 9; 16; 14; 18; 17 
20;052a. nova Iguaçu; 260; 274; 297; 269; 341; 343; 328; 319; 274; 325; 337; 360 
20;053a. Mesquita; 96; 144; 196; 188; 219; 173; 188; 181; 181; 172; 154; 157 
39;054a. Belford Roxo; 160; 135; 123; 139; 197; 155; 150; 124; 152; 136; 106; 152 
24;055a. Queimados; 78; 79; 93; 70; 92; 87; 89; 96; 98; 93; 77; 57 
20;056a. Comendador Soares; 122; 86; 144; 142; 173; 145; 135; 126; 147; 119; 123; 122 
20;057a. Nilópolis; 119; 197; 199; 167; 161; 155; 146; 162; 174; 159; 154; 152 
20;058a. Posse; 156; 134; 152; 157; 155; 155; 135; 143; 155; 167; 142; 161 
15;059a. Duque de Caxias; 280; 268; 451; 466; 549; 482; 492; 566; 562; 504; 560; 552 
15;060a. Campos Elíseos; 96; 75; 104; 84; 102; 111; 112; 94; 114; 91; 91; 120 
15;061a. Xerém; 30; 21; 35; 20; 19; 38; 37; 22; 30; 33; 16; 20 
15;062a. Imbariê; 69; 49; 51; 59; 73; 62; 66; 72; 64; 51; 73; 52 
24;063a. Japerí; 32; 26; 28; 18; 19; 28; 36; 18; 25; 22; 27; 34 
21;064a. Vilar dos Teles; 335; 287; 291; 265; 312; 357; 269; 206; 228; 239; 234; 215 
34;065a. Magé; 65; 43; 72; 62; 63; 60; 51; 51; 49; 53; 52; 52 
34;066a. Piabetá; 86; 90; 78; 76; 80; 91; 90; 80; 78; 67; 81; 105 
34;067a. Guapimirim; 24; 39; 28; 26; 28; 20; 20; 27; 21; 17; 29; 27 
35;070a. Tanguá; 6; 11; 9; 6; 9; 10; 13; 10; 14; 14; 21; 15 
35;071a. Itaboraí; 175; 147; 148; 151; 151; 157; 135; 152; 144; 150; 151; 162 
7;072a. São Gonçalo; 209; 201; 282; 229; 278; 258; 249; 183; 232; 226; 238; 176 
7;073a. Neves; 99; 123; 140; 115; 131; 134; 143; 120; 134; 161; 107; 108 
7;074a. Alcantara; 266; 289; 326; 300; 295; 272; 265; 236; 230; 235; 251; 266 
7;075a. Rio do Ouro; 44; 56; 68; 65; 70; 44; 68; 65; 63; 53; 65; 60 
12;076a. Niterói - Centro; 230; 230; 321; 234; 227; 222; 227; 238; 217; 291; 299; 328 
12;077a. Icaraí; 167; 128; 135; 94; 96; 107; 101; 116; 106; 108; 84; 115 
12;078a. Fonseca; 83; 80; 71; 81; 76; 69; 69; 78; 104; 73; 91; 84 
12;079a. Jurujuba; 48; 49; 53; 37; 48; 44; 57; 43; 47; 42; 52; 57 
12;081a. Itaipú; 139; 100; 75; 72; 68; 67; 73; 68; 78; 65; 48; 85 
12;082a. maricá; 152; 148; 152; 101; 122; 137; 136; 127; 104; 114; 134; 106 
10;087a. Paty do Alferes; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
10;088a. Barra do Piraí; 33; 30; 30; 41; 29; 30; 28; 31; 31; 27; 24; 36 
37;089a. Resende; 99; 87; 109; 95; 125; 95; 124; 93; 98; 98; 77; 79 
28;090a. Barra Mansa; 84; 76; 95; 82; 78; 101; 109; 79; 79; 102; 77; 124 
10;091a. Valença; 22; 21; 27; 22; 14; 20; 26; 15; 16; 17; 26; 17 
10;092a. Rio das Flores; - ; 1; 4; 1; 2; 2; 1; 1; 3; 2; 5; 2 
28;093a. Volta Redonda; 181; 175; 221; 206; 207; 177; 226; 171; 183; 177; 186; 196 
10;094a. Piraí; 25; 21; 15; 17; 16; 11; 21; 11; 14; 18; 17; 17 
10;095a. Vassouras; 10; 14; 8; 18; 24; 13; 16; 8; 10; 28; 15; 13 
10;096a. Miguel Pereira; 29; 20; 26; 20; 27; 36; 24; 23; 21; 14; 25; 21 
10;097a. Mendes; 3; 3; 9; 10; 14; 13; 13; 11; 9; 5; 4; 6 
