AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a- Praça Mauá;-;-;-;-;-;-;2;-;-;-;-;-
5;004a- Praça da República;-;1;2;-;2;2;1;2;4;2;1;1
5;005a- Mem de Sá;-;-;-;-;-;2;2;-;1;1;2;2
4;006a- Cidade nova;-;1;2;2;1;2;4;3;1;9;4;2
5;007a- Santa Tereza;3;-;-;1;-;-;-;-;-;1;2;2
2;009a- Catete;2;-;1;-;-;1;-;-;-;-;-;1
2;010a- Botafogo;-;1;-;1;-;1;1;-;-;-;-;-
23;011a- Rocinha;3;-;-;1;-;-;-;-;1;-;-;-
19;012a- Copacabana;-;1;6;2;2;-;1;-;-;-;-;2
19;013a- Ipanema;-;-;-;-;-;-;-;-;-;-;-;-
23;014a- Leblon;1;1;-;1;1;-;-;-;-;-;-;2
23;015a- Gávea;1;-;-;-;1;1;-;-;-;1;-;-
31;016a- Barra da Tijuca;-;2;1;2;3;1;-;5;2;1;1;1
4;017a- São Cristóvão;1;1;-;3;4;2;4;1;1;2;1;1
4;018a- Praça da Bandeira;-;-;-;1;1;-;-;-;-;-;-;-
6;019a- Tijuca;1;1;1;2;-;3;1;2;-;1;-;-
6;020a- Grajaú;-;1;1;3;1;-;1;2;3;1;4;2
22;021a- Bonsucesso;3;7;4;10;4;10;4;6;7;8;7;4
16;022a- Penha;1;3;3;2;4;7;3;3;4;8;1;11
3;023a- Meier;1;-;2;2;1;-;-;2;1;1;1;-
3;024a- Piedade;1;3;2;2;1;1;1;1;3;1;2;2
3;025a- Engenho novo;2;2;1;3;3;2;1;-;1;1;4;2
3;026a- Todos os Santos;1;-;1;-;-;1;1;1;1;-;3;1
41;027a- Vicente de Carvalho;1;7;3;1;7;1;7;8;1;1;1;5
9;028a- Campinho;4;6;5;3;3;9;2;3;4;5;4;3
9;029a- Madureira;3;1;5;1;4;2;3;5;-;5;3;3
9;030a- marechal Hermes;2;2;3;2;-;1;1;1;1;1;-;4
41;031a- Ricardo Albuquerque;1;3;4;4;5;7;3;4;4;3;4;8
18;032a- Taquara;6;7;9;8;5;6;2;4;4;7;17;7
14;033a- Realengo;6;2;3;5;4;7;7;2;7;6;7;9
14;034a- Bangu;5;12;10;8;11;3;12;9;8;3;11;10
40;035a- Campo Grande;9;6;13;10;7;4;6;5;9;7;11;9
27;036a- Santa Cruz;10;15;9;6;12;10;9;8;4;6;7;16
17;037a- Ilha do Governador;-;2;5;5;-;2;2;1;3;1;-;1
16;038a- Braz de Pina;4;1;4;1;2;5;3;1;6;2;1;4
41;039a- Pavuna;9;13;5;6;2;5;7;10;15;5;10;13
9;040a- Honório Gurgel;6;1;2;6;5;1;3;-;-;3;2;3
18;041a- Tanque;-;2;1;1;-;4;-;3;3;-;1;-
31;042a- Recreio;5;3;1;2;3;3;1;1;1;2;1;5
27;043a- Pedra de Guaratiba;5;2;6;1;2;2;2;2;-;2;3;3
3;044a- Inhaúma;2;4;5;1;3;2;2;1;1;3;7;5
16;045a- Alemão;-;-;1;1;2;1;-;4;-;-;-;1
24;048a- Seropédica;2;1;1;4;1;1;4;5;6;4;6;-
24;050a- Itaguaí;9;8;9;8;3;5;3;2;7;6;7;11
24;051a- Paracambí;2;2;-;3;-;3;4;6;2;3;4;5
20;052a- nova Iguaçu;7;1;5;2;1;3;2;3;1;5;7;-
20;053a- Mesquita;15;5;4;8;3;8;3;2;7;4;6;3
39;054a- Belford Roxo;14;11;16;13;13;22;15;17;21;14;26;25
24;055a- Queimados;8;8;16;20;10;7;12;11;23;36;19;12
20;056a- Comendador Soares;15;12;15;12;11;15;11;10;13;17;12;9
20;057a- Nilópolis;9;3;1;5;4;3;3;5;1;4;5;6
20;058a- Posse;15;17;20;13;19;21;26;8;9;16;15;17
15;059a- Duque de Caxias;6;8;8;9;11;13;13;7;9;16;9;7
15;060a- Campos Elíseos;15;7;9;15;12;9;8;16;15;6;13;6
15;061a- Xerém;2;2;3;2;4;4;1;2;3;3;3;4
15;062a- Imbariê;6;3;4;13;2;6;8;5;13;8;9;5
24;063a- Japerí;11;9;7;7;5;6;8;5;6;12;9;9
21;064a- Vilar dos Teles;12;12;16;19;11;9;10;20;14;25;9;12
34;065a- Magé;1;5;4;5;3;7;4;3;6;1;3;4
34;066a- Piabetá;3;3;9;3;5;4;6;5;4;3;3;9
34;067a- Guapimirim;3;1;5;7;1;1;1;1;1;1;1;1
35;070a- Tanguá;1;2;1;1;-;-;-;-;-;2;2;-
35;071a- Itaboraí;4;3;9;2;10;3;9;6;9;10;2;4
7;072a- São Gonçalo;4;7;9;5;4;2;4;6;4;1;3;2
7;073a- Neves;3;5;9;7;5;9;4;8;6;6;5;4
7;074a- Alcantara;8;12;13;17;8;8;6;11;5;10;16;14
7;075a- Rio do Ouro;11;7;10;4;6;3;3;4;4;8;5;6
12;076a- Niterói - Centro;1;1;-;-;4;-;-;1;-;-;-;2
12;077a- Icaraí;1;1;-;-;1;1;-;1;-;2;-;-
12;078a- Fonseca;6;12;4;6;5;-;2;5;8;4;3;1
12;079a- Jurujuba;1;3;-;4;1;2;4;1;1;3;3;1
12;081a- Itaipú;2;1;1;2;-;2;-;-;1;-;1;1
12;082a- maricá;3;11;2;4;3;2;2;5;3;3;3;7
10;087a- Paty de Alferes ( a inaugurar);-;-;-;-;-;-;-;-;-;-;-;-
10;088a- Barra do Piraí;2;3;3;1;1;-;1;-;1;4;2;2
37;089a- Resende;3;2;1;6;2;-;3;1;3;8;1;7
28;090a- Barra Mansa;3;5;2;4;5;-;3;1;2;2;4;3
10;091a- Valença;1;1;1;1;-;1;-;1;-;1;1;1
10;092a- Rio das Flores;-;-;-;-;-;-;-;-;-;-;-;-
28;093a- Volta Redonda;5;5;7;6;3;9;4;6;2;5;6;6
10;094a- Piraí;1;-;-;-;-;-;-;-;-;-;-;-
10;095a- Vassouras;-;-;-;1;1;1;2;1;2;-;3;-
10;096a- Miguel Pereira;1;-;-;3;2;1;-;-;-;2;-;-
10;097a- Mendes;-;-;-;-;-;-;1;-;-;-;-;-
10;098a- Paulo de Frontin;1;-;-;-;-;-;-;-;-;-;-;-
37;099a- Itatiaia;1;3;-;3;-;-;1;-;-;4;-;1
37;100a- Porto Real;-;-;2;-;2;-;-;-;1;-;-;2
28;101a- Pinheiral;-;-;-;-;-;-;-;1;1;-;-;-
30;104a- São J- Rio Preto;1;-;-;-;-;-;1;-;-;-;-;-
26;105a- Petrópolis;1;-;-;3;2;1;-;1;3;1;1;2
26;106a- Itaipava;-;-;1;1;1;1;-;-;-;-;-;-
