AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá;8;8;4;.;.;.;.;.;.;.;.;.
5;004a. Praça da República;14;17;8;.;.;.;.;.;.;.;.;.
5;005a. Mem de Sá;26;32;64;.;.;.;.;.;.;.;.;.
4;006a. Cidade nova;8;30;16;.;.;.;.;.;.;.;.;.
5;007a. Santa Tereza;0;4;0;.;.;.;.;.;.;.;.;.
2;009a. Catete;8;6;8;.;.;.;.;.;.;.;.;.
2;010a. Botafogo;10;2;8;.;.;.;.;.;.;.;.;.
23;011a. Rocinha;0;0;4;.;.;.;.;.;.;.;.;.
19;012a. Copacabana;66;65;20;.;.;.;.;.;.;.;.;.
19;013a. Ipanema;24;8;14;.;.;.;.;.;.;.;.;.
23;014a. Leblon;56;70;30;.;.;.;.;.;.;.;.;.
23;015a. Gávea;2;0;0;.;.;.;.;.;.;.;.;.
31;016a. Barra da Tijuca;36;38;26;.;.;.;.;.;.;.;.;.
4;017a. São Cristóvão;24;20;24;.;.;.;.;.;.;.;.;.
4;018a. Praça da Bandeira;6;4;6;.;.;.;.;.;.;.;.;.
6;019a. Tijuca;32;18;12;.;.;.;.;.;.;.;.;.
6;020a. Grajaú;8;16;21;.;.;.;.;.;.;.;.;.
22;021a. Bonsucesso;26;11;30;.;.;.;.;.;.;.;.;.
16;022a. Penha;12;6;6;.;.;.;.;.;.;.;.;.
3;023a. Meier;8;2;20;.;.;.;.;.;.;.;.;.
3;024a. Piedade;6;4;2;.;.;.;.;.;.;.;.;.
3;025a. Engenho novo;14;0;18;.;.;.;.;.;.;.;.;.
3;026a. Todos os Santos;18;6;8;.;.;.;.;.;.;.;.;.
41;027a. Vicente de Carvalho;6;1;11;.;.;.;.;.;.;.;.;.
9;028a. Campinho;2;0;18;.;.;.;.;.;.;.;.;.
9;029a. Madureira;16;13;13;.;.;.;.;.;.;.;.;.
9;030a. marechal Hermes;6;8;15;.;.;.;.;.;.;.;.;.
41;031a. Ricardo Albuquerque;18;9;16;.;.;.;.;.;.;.;.;.
18;032a. Taquara;16;13;17;.;.;.;.;.;.;.;.;.
14;033a. Realengo;10;6;10;.;.;.;.;.;.;.;.;.
14;034a. Bangu;40;18;21;.;.;.;.;.;.;.;.;.
40;035a. Campo Grande;2;2;6;.;.;.;.;.;.;.;.;.
27;036a. Santa Cruz;6;5;4;.;.;.;.;.;.;.;.;.
17;037a. Ilha do Governador;4;2;30;.;.;.;.;.;.;.;.;.
16;038a. Braz de Pina;32;24;24;.;.;.;.;.;.;.;.;.
41;039a. Pavuna;27;14;29;.;.;.;.;.;.;.;.;.
9;040a. Honório Gurgel;8;4;15;.;.;.;.;.;.;.;.;.
18;041a. Tanque;8;2;4;.;.;.;.;.;.;.;.;.
31;042a. Recreio;10;4;20;.;.;.;.;.;.;.;.;.
27;043a. Pedra de Guaratiba;2;0;0;.;.;.;.;.;.;.;.;.
3;044a. Inhaúma;0;4;6;.;.;.;.;.;.;.;.;.
16;045a. Alemão;12;4;2;.;.;.;.;.;.;.;.;.
24;048a. Seropédica;0;2;2;.;.;.;.;.;.;.;.;.
24;050a. Itaguaí;10;6;16;.;.;.;.;.;.;.;.;.
24;051a. Paracambí;0;2;0;.;.;.;.;.;.;.;.;.
20;052a. nova Iguaçu;26;14;32;.;.;.;.;.;.;.;.;.
20;053a. Mesquita;24;15;21;.;.;.;.;.;.;.;.;.
39;054a. Belford Roxo;61;30;45;.;.;.;.;.;.;.;.;.
24;055a. Queimados;4;5;12;.;.;.;.;.;.;.;.;.
20;056a. Comendador Soares;51;18;47;.;.;.;.;.;.;.;.;.
20;057a. Nilópolis;5;9;16;.;.;.;.;.;.;.;.;.
20;058a. Posse;16;0;6;.;.;.;.;.;.;.;.;.
15;059a. Duque de Caxias;35;25;46;.;.;.;.;.;.;.;.;.
15;060a. Campos Elíseos;20;0;11;.;.;.;.;.;.;.;.;.
15;061a. Xerém;0;0;2;.;.;.;.;.;.;.;.;.
15;062a. Imbariê;39;14;20;.;.;.;.;.;.;.;.;.
24;063a. Japerí;4;2;8;.;.;.;.;.;.;.;.;.
21;064a. Vilar dos Teles;48;40;56;.;.;.;.;.;.;.;.;.
34;065a. Magé;14;13;12;.;.;.;.;.;.;.;.;.
34;066a. Piabetá;6;4;2;.;.;.;.;.;.;.;.;.
34;067a. Guapimirim;2;8;2;.;.;.;.;.;.;.;.;.
35;070a. Tanguá;2;2;6;.;.;.;.;.;.;.;.;.
35;071a. Itaboraí;29;13;20;.;.;.;.;.;.;.;.;.
7;072a. São Gonçalo;12;5;14;.;.;.;.;.;.;.;.;.
7;073a. Neves;25;26;40;.;.;.;.;.;.;.;.;.
7;074a. Alcantara;43;36;77;.;.;.;.;.;.;.;.;.
7;075a. Rio do Ouro;18;2;27;.;.;.;.;.;.;.;.;.
12;076a. Niterói - Centro;19;9;18;.;.;.;.;.;.;.;.;.
12;077a. Icaraí;20;15;18;.;.;.;.;.;.;.;.;.
12;078a. Fonseca;8;12;27;.;.;.;.;.;.;.;.;.
12;079a. Jurujuba;12;2;6;.;.;.;.;.;.;.;.;.
12;081a. Itaipú;12;12;16;.;.;.;.;.;.;.;.;.
12;082a. maricá;4;10;6;.;.;.;.;.;.;.;.;.
10;087a. Paty do Alferes;0;0;0;.;.;.;.;.;.;.;.;.
10;088a. Barra do Piraí;14;4;9;.;.;.;.;.;.;.;.;.
