AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; 10; 7; 5; 6; 2; 8; 3; 6; 6; 6; 8; 7 
5;004a. Praça da República; 19; 16; 23; 27; 28; 16; 15; 17; 10; 13; 26; 10 
5;005a. Mem de Sá; 1; 5; 6; 7; 9; 9; 13; 15; 10; 12; 14; 12 
4;006a. Cidade nova; 6; 2; 5; 4; 6; 7; 5; 5; 9; 8; 5; 4 
5;007a. Santa Tereza; 1; 5; 3; - ; - ; 1; 1; 3; 2; 4; 1; 4 
2;009a. Catete; 8; 8; 14; 5; 6; 6; 8; 3; 5; 6; 9; 10 
2;010a. Botafogo; 17; 8; 12; 10; 13; 11; 6; 11; 8; 9; 10; 6 
23;011a. Rocinha; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1; -   
19;012a. Copacabana; 5; 2; 4; 2; 2; 7; 9; 2; 5; 4; 5; 4 
19;013a. Ipanema; 6; 3; 7; 4; 4; 2; 4; 4; 3; 3; 3; 4 
23;014a. Leblon; 15; 16; 24; 10; 7; 5; 8; 7; 8; 6; 9; 10 
23;015a. Gávea; 7; 10; 6; 4; 9; 4; 4; 5; 3; 10; - ; 2 
31;016a. Barra da Tijuca; 13; 7; 6; 8; 6; 10; 6; 9; 9; 15; 12; 17 
4;017a. São Cristóvão; 6; 10; 9; 5; 8; 10; 8; 18; 9; 14; 2; 9 
4;018a. Praça da Bandeira; 5; 9; 10; 6; 9; 8; 7; 13; 11; 11; 8; 4 
6;019a. Tijuca; 16; 16; 10; 5; 10; 8; 14; 9; 9; 8; 21; 12 
6;020a. Grajaú; 10; 10; 7; 11; 4; 6; 9; 7; 4; 3; 3; 3 
22;021a. Bonsucesso; 4; 7; 7; 14; 10; 6; 6; 6; 8; 10; 6; 10 
16;022a. Penha; 5; 1; 3; 6; 4; 8; 11; 13; 13; 11; 7; 5 
3;023a. Meier; 17; 24; 25; 21; 37; 24; 24; 24; 30; 43; 32; 26 
3;024a. Piedade; 12; 9; 5; 4; 11; 14; 12; 4; 7; 19; 22; 18 
3;025a. Engenho novo; 9; 10; 2; 4; 6; 8; 4; 7; 13; 14; 14; 15 
3;026a. Todos os Santos; 4; 11; 8; 12; 13; 11; 8; 5; 11; 14; 9; 9 
41;027a. Vicente de Carvalho; 9; 5; 22; 22; 19; 29; 26; 32; 30; 30; 25; 37 
9;028a. Campinho; 10; 15; 9; 19; 6; 17; 11; 11; 16; 19; 21; 16 
9;029a. Madureira; 9; 9; 10; 14; 16; 13; 19; 12; 19; 12; 8; 16 
9;030a. marechal Hermes; 9; 4; 9; 5; 10; 7; 9; 12; 8; 13; 12; 14 
41;031a. Ricardo Albuquerque; 1; 8; 16; 17; 23; 28; 17; 38; 37; 29; 35; 23 
18;032a. Taquara; 11; 11; 4; 5; 9; 13; 7; 10; 12; 15; 20; 19 
14;033a. Realengo; 13; 7; 16; 17; 9; 8; 18; 19; 22; 28; 29; 31 
14;034a. Bangu; 10; 15; 20; 9; 15; 24; 18; 8; 17; 12; 33; 30 
40;035a. Campo Grande; 3; 4; 5; 2; 4; 7; 23; 10; 10; 12; 12; 22 
27;036a. Santa Cruz; 3; 1; 2; 3; - ; 2; 3; 2; - ; 7; 2; 5 
17;037a. Ilha do Governador; 3; 2; - ; 4; 3; 2; 3; 5; - ; - ; 5; 1 
16;038a. Braz de Pina; 7; 2; 8; 13; 5; 10; 8; 14; 19; 17; 13; 12 
41;039a. Pavuna; 3; 6; 3; 5; - ; 10; 11; 9; 10; 14; 13; 10 
9;040a. Honório Gurgel; 5; 3; 6; 8; 5; 7; 10; 7; 11; 12; 15; 8 
18;041a. Tanque; 6; 3; 10; 15; 5; 11; 15; 11; 6; 6; 6; 14 
31;042a. Recreio; 5; 6; 7; 9; 4; 4; 3; 3; 6; 5; 7; 2 
27;043a. Pedra de Guaratiba; - ; 2; 2; 1; 2; 1; 1; 2; - ; 3; 2; 3 
3;044a. Inhaúma; 5; 3; 3; 7; 7; 9; 9; 10; 13; 13; 11; 6 
16;045a. Alemão; - ; 1; 1; - ; - ; - ; - ; - ; 1; - ; 1; 2 
24;048a. Seropédica; - ; 2; 1; - ; 2; 3; 3; 3; 5; 1; 5; 3 
24;050a. Itaguaí; 1; 2; 1; 1; 4; 5; 2; 2; 2; 5; 1; 8 
24;051a. Paracambí; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
20;052a. nova Iguaçu; 18; 23; 14; 13; 19; 19; 26; 17; 20; 24; 19; 15 
20;053a. Mesquita; - ; - ; 1; 7; 1; 9; 11; 12; 10; 11; 13; 11 
39;054a. Belford Roxo; 1; 7; 13; 14; 7; 5; 8; 12; 7; 12; 10; 7 
24;055a. Queimados; - ; 2; 5; 1; 5; 3; 3; 3; 3; 2; 2; 4 
20;056a. Comendador Soares; 5; 3; 3; 5; 6; 9; 4; 10; 9; 8; 22; 12 
20;057a. Nilópolis; 17; 17; 10; 9; 26; 11; 18; 21; 14; 16; 20; 15 
