AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; 5; 1; 1; 2; - ; 1; 1; 3; 2; 4; 4; 2 
5;004a. Praça da República; 2; - ; - ; - ; 2; 1; 1; - ; - ; 1; 1; 1 
5;005a. Mem de Sá; 1; 3; 2; - ; 3; 1; 1; 2; 3; 2; 3; -   
4;006a. Cidade nova; 2; 1; 1; 2; - ; 4; 2; - ; 2; 3; 3; 4 
5;007a. Santa Tereza; - ; 1; - ; - ; - ; - ; 1; - ; - ; - ; 1; -   
2;009a. Catete; - ; - ; - ; 1; - ; - ; - ; - ; 1; - ; - ; 1 
2;010a. Botafogo; - ; - ; 1; 2; - ; 1; - ; - ; - ; 1; 1; -   
23;011a. Rocinha; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
19;012a. Copacabana; - ; 1; 1; - ; 1; 1; - ; - ; 1; 1; - ; -   
19;013a. Ipanema; - ; - ; - ; - ; - ; - ; - ; - ; 1; 1; 1; 1 
23;014a. Leblon; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1; -   
23;015a. Gávea; - ; - ; 1; - ; - ; - ; - ; - ; 1; - ; - ; -   
31;016a. Barra da Tijuca; 1; 2; - ; 1; - ; - ; - ; 1; - ; 1; 1; -   
4;017a. São Cristóvão; 6; 2; 5; 7; 8; 2; 3; 3; 6; 1; 5; 5 
4;018a. Praça da Bandeira; - ; 2; - ; 1; 1; - ; 1; - ; - ; - ; 1; -   
6;019a. Tijuca; 3; 4; 3; 2; 6; 6; 1; - ; 3; - ; 4; -   
6;020a. Grajaú; 1; 3; 3; - ; 3; - ; 1; - ; - ; 2; 3; 3 
22;021a. Bonsucesso; 6; 5; 3; 3; 5; 6; 5; 7; 2; 10; 8; 11 
16;022a. Penha; 8; 7; 7; 3; 7; 11; 5; 8; 5; 5; 11; 19 
3;023a. Meier; 3; 2; 3; 3; 3; 1; 1; 3; 3; 1; 2; 3 
3;024a. Piedade; 3; - ; 2; 3; 7; 5; 4; 7; 5; 11; 3; 4 
3;025a. Engenho novo; 4; 1; 3; 3; 1; 4; 4; 4; 7; 8; 3; 7 
3;026a. Todos os Santos; 2; - ; 4; 3; 2; 1; 1; 2; 3; 3; - ; 3 
41;027a. Vicente de Carvalho; 1; 2; 2; 6; 3; 1; 4; 6; 4; 3; 5; 8 
9;028a. Campinho; 1; 1; 3; 4; 1; 1; 4; 2; 3; - ; - ; 1 
9;029a. Madureira; 1; 2; - ; 4; 3; 3; 3; 5; 1; 2; 3; 7 
9;030a. marechal Hermes; 3; 2; 3; 2; 1; - ; 1; 4; 4; - ; 3; 8 
41;031a. Ricardo Albuquerque; 9; 4; 5; 2; 5; 3; 4; 3; 3; 3; 9; 15 
18;032a. Taquara; 1; - ; 3; - ; 1; 1; 2; 2; 1; 4; 4; 4 
14;033a. Realengo; 3; 3; 1; 7; 5; 9; 4; 7; 11; 3; 6; 8 
