AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a- Praça Mauá; 4; 2; 3; 1; 3; 2; 2; 2; 1; 5; 3; 3 
5;004a- Praça da República; 2; 7; 8; 1; 4; - ; 2; 1; 8; 4; 1; 9 
5;005a- Mem de Sá; 3; 4; 2; 5; 5; 4; 3; 1; 2; 5; 3; 4 
4;006a- Cidade nova; 7; 4; 3; 6; 6; 3; 7; 12; 4; 3; 6; 14 
5;007a- Santa Tereza; - ; - ; - ; - ; 1; 2; - ; - ; - ; - ; 3; - 
2;009a- Catete; 2; 1; 1; - ; 2; - ; - ; - ; 2; 1; 2; 3 
2;010a- Botafogo; - ; - ; 1; 1; - ; - ; - ; - ; - ; 1; 3; 1 
23;011a- Rocinha; - ; 1; 1; - ; - ; - ; - ; - ; - ; - ; -; - 
19;012a- Copacabana; - ; 1; - ; 1; - ; 1; - ; - ; - ; 1; 2; 4 
19;013a- Ipanema; 1; - ; 1; - ; 1; 2; - ; - ; - ; 2; -; 2 
23;014a- Leblon; 2; 1; - ; - ; 1; - ; 1; - ; 1; - ; 1; 1 
23;015a- Gávea; - ; - ; - ; - ; - ; - ; - ; - ; 1; 1; -; 4 
31;016a- Barra da Tijuca; 4; 3; 4; 2; 4; 5; 5; 4; 5; 4; 2; 2 
4;017a- São Cristóvão; 9; 3; 9; 9; 7; 6; 2; 5; 2; 10; 11; 8 
4;018a- Praça da Bandeira; 2; 2; 3; 1; 2; 5; 1; 2; - ; - ; -; 3 
6;019a- Tijuca; 2; 2; 1; 1; 1; 4; - ; 2; - ; 3; 1; 2 
6;020a- Grajaú; 6; 5; 3; 2; 1; 1; 4; 5; 1; 3; 4; 5 
22;021a- Bonsucesso; 26; 14; 15; 16; 24; 24; 16; 19; 51; 23; 26; 27 
16;022a- Penha; 15; 27; 18; 25; 16; 23; 23; 26; 25; 20; 31; 30 
3;023a- Meier; 1; 3; - ; 5; 4; 7; 7; 1; - ; 1; 2; 6 
3;024a- Piedade; 4; 3; 2; 4; 2; 1; 1; 3; 4; 1; 3; 4 
3;025a- Engenho novo; 23; 15; 20; 6; 5; 5; 10; 6; 8; 13; 10; 28 
3;026a- Todos os Santos; 5; 4; 2; 2; 3; 8; 16; - ; 4; 7; 1; 5 
41;027a- Vicente de Carvalho; 10; 11; 12; 13; 24; 16; 10; 12; 28; 35; 24; 32 
9;028a- Campinho; 6; 4; 1; 3; 2; 6; 3; 5; 4; 3; 7; 4 
9;029a- Madureira; 17; 14; 13; 16; 23; 16; 17; 32; 35; 47; 29; 32 
9;030a- marechal Hermes; 1; 4; 4; 8; 7; 4; 3; 2; 3; 4; 8; 10 
41;031a- Ricardo Albuquerque; 7; 17; 7; 10; 13; 32; 30; 53; 84; 63; 76; 128 
18;032a- Taquara; 6; 8; 3; 5; - ; 7; 3; 4; 3; 4; 2; 4 
14;033a- Realengo; 23; 4; 15; 5; 10; 10; 14; 20; 17; 27; 28; 29 
14;034a- Bangu; 40; 36; 31; 29; 30; 33; 40; 40; 40; 35; 51; 90 
40;035a- Campo Grande; 23; 15; 12; 23; 23; 13; 16; 18; 23; 21; 18; 24 
27;036a- Santa Cruz; 3; 3; 6; 4; 4; 5; 4; 2; 4; 12; 2; 9 
17;037a- Ilha do Governador; 4; 8; 6; - ; 4; 1; 2; 3; 3; 1; 5; 3 
16;038a- Braz de Pina; 18; 25; 18; 26; 29; 19; 23; 20; 24; 38; 45; 49 
41;039a- Pavuna; 30; 27; 24; 41; 43; 43; 39; 47; 72; 57; 72; 98 
9;040a- Honório Gurgel; 12; 11; 12; 28; 22; 17; 11; 22; 11; 38; 46; 57 
18;041a- Tanque; 3; 1; 1; 1; 1; 1; - ; - ; 1; 1; 1; 2 
31;042a- Recreio; - ; 2; - ; - ; 4; - ; 1; - ; - ; 2; 1; 2 
27;043a- Pedra de Guaratiba; 1; 1; 2; 4; - ; 1; 2; 2; 3; 5; 4; - 
3;044a- Inhaúma; 19; 5; 4; 4; 5; 10; 16; 30; 20; 14; 8; 17 
16;045a- Alemão; 23; - ; 1; 1; - ; - ; 1; - ; 2; - ; -; 3 
24;048a- Seropédica; 2; 6; 14; 11; 11; 3; 9; 7; 6; 8; 4; 10 
24;050a- Itaguaí; 2; 1; 5; 2; 3; 2; 4; 1; 2; 3; 2; 6 
24;051a- Paracambí; 5; - ; 2; 1; 2; 4; 2; - ; 2; 5; 7; 1 
20;052a- nova Iguaçu; 16; 11; 12; 15; 2; 10; 11; 10; 13; 11; 28; 18 
20;053a- Mesquita; 10; 7; 8; 19; 13; 19; 18; 12; 10; 11; 31; 23 
39;054a- Belford Roxo; 15; 16; 23; 35; 25; 33; 18; 26; 24; 37; 33; 58 
24;055a- Queimados; 7; 8; 9; 6; 9; 7; 9; 8; 24; 11; 15; 11 
20;056a- Comendador Soares; 14; 11; 16; 23; 25; 18; 14; 30; 30; 40; 43; 38 
20;057a- Nilópolis; 22; 13; 15; 17; 21; 11; 11; 7; 13; 11; 23; 28 
20;058a- Posse; 25; 20; 23; 24; 15; 21; 13; 10; 15; 23; 25; 24 
15;059a- Duque de Caxias; 44; 55; 60; 54; 69; 58; 53; 57; 63; 38; 54; 52 
15;060a- Campos Elíseos; 15; 20; 20; 24; 18; 27; 15; 19; 20; 20; 32; 39 
15;061a- Xerém; 1; 4; 3; 3; 2; 3; 3; 2; 2; 4; 3; 3 
15;062a- Imbariê; 11; 13; 8; 7; 14; 9; 6; 6; 9; 17; 12; 18 
24;063a- Japerí; 7; 1; 3; 6; 4; 5; 3; 3; 2; 3; 11; 6 
21;064a- Vilar dos Teles; 55; 38; 36; 57; 77; 37; 72; 48; 48; 53; 64; 60 
34;065a- Magé; 6; 1; 3; - ; - ; 3; 2; 2; 6; 3; 10; 4 
34;066a- Piabetá; - ; 2; - ; 3; 2; 1; 3; - ; 1; 3; 1; 1 
34;067a- Guapimirim; 2; 3; 3; 1; 2; 1; 1; 3; 3; 2; 5; 1 
35;070a- Tanguá; 1; - ; 1; - ; - ; - ; - ; 2; 1; 1; -; 1 
35;071a- Itaboraí; 5; 8; 2; 7; 6; 4; 6; 4; 5; 6; 4; 5 
7;072a- São Gonçalo; 24; 28; 25; 29; 19; 16; 27; 31; 23; 27; 44; 41 
7;073a- Neves; 10; 6; 21; 9; 10; 15; 9; 3; 5; 11; 12; 11 
