AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a- Praça Mauá;4;7;4;4;3;1;10;2;8;18;9;8
5;004a- Praça da República;31;45;32;29;38;47;25;40;13;27;23;14
5;005a- Mem de Sá;22;22;21;13;19;24;18;18;31;28;13;10
4;006a- Cidade nova;40;36;21;28;26;29;40;37;37;51;36;21
5;007a- Santa Tereza;2;2;-;1;-;3;2;1;3;-;3;7
2;009a- Catete;24;13;16;13;19;28;15;18;15;22;28;13
2;010a- Botafogo;23;35;26;20;28;36;17;27;16;24;33;27
23;011a- Rocinha;-;3;1;8;5;8;2;3;7;2;2;3
19;012a- Copacabana;9;12;8;13;11;12;8;10;8;15;13;20
19;013a- Ipanema;10;11;6;3;10;8;4;11;6;7;7;9
23;014a- Leblon;25;17;19;38;9;15;26;30;8;17;13;15
23;015a- Gávea;32;36;30;36;22;27;22;17;12;42;33;33
31;016a- Barra da Tijuca;79;58;50;54;43;57;40;61;44;40;20;35
4;017a- São Cristóvão;46;37;68;71;33;54;45;46;46;26;40;61
4;018a- Praça da Bandeira;21;58;23;24;18;29;22;16;11;27;24;14
6;019a- Tijuca;19;14;22;27;17;22;29;13;20;22;22;19
6;020a- Grajaú;15;20;26;18;25;23;10;20;25;33;12;18
22;021a- Bonsucesso;54;94;84;47;69;65;72;119;73;74;48;89
16;022a- Penha;24;43;44;57;27;37;41;55;54;33;50;47
3;023a- Meier;8;16;17;11;10;27;26;10;22;16;19;8
3;024a- Piedade;20;16;21;23;18;21;37;36;18;18;20;13
3;025a- Engenho novo;16;18;34;30;22;37;21;29;15;29;16;24
3;026a- Todos os Santos;17;11;19;27;13;18;25;25;21;24;40;23
41;027a- Vicente de Carvalho;35;32;26;26;37;57;34;46;44;37;33;22
9;028a- Campinho;40;26;33;33;29;27;27;39;25;40;25;20
9;029a- Madureira;41;43;25;19;20;31;37;28;38;18;27;31
9;030a- marechal Hermes;24;14;33;21;25;28;19;18;21;17;19;21
41;031a- Ricardo Albuquerque;20;20;30;22;23;23;31;18;26;28;17;9
18;032a- Taquara;60;71;59;68;60;36;52;127;68;43;57;57
14;033a- Realengo;43;37;30;43;56;42;66;60;51;40;56;49
14;034a- Bangu;59;63;55;49;68;83;65;59;67;96;76;59
40;035a- Campo Grande;119;107;161;146;144;116;130;136;132;133;156;145
27;036a- Santa Cruz;58;43;72;47;45;51;64;55;75;63;62;63
17;037a- Ilha do Governador;41;41;54;28;44;41;28;48;43;37;44;47
16;038a- Braz de Pina;40;50;35;51;49;41;27;37;75;36;43;49
41;039a- Pavuna;14;21;33;68;30;36;20;22;44;63;24;21
9;040a- Honório Gurgel;33;17;18;21;25;14;36;14;29;17;46;28
18;041a- Tanque;29;36;31;48;40;29;45;54;29;43;33;27
31;042a- Recreio;28;38;24;40;26;30;28;38;36;40;71;35
27;043a- Pedra de Guaratiba;46;34;48;48;44;50;53;37;46;27;20;34
3;044a- Inhaúma;26;24;33;23;29;31;22;37;21;22;19;24
16;045a- Alemão;5;1;8;5;2;2;11;6;2;3;1;2
24;048a- Seropédica;13;23;20;27;10;24;20;22;9;17;7;9
24;050a- Itaguaí;22;24;26;24;24;18;16;30;15;18;15;20
24;051a- Paracambí;7;4;9;7;6;7;3;7;6;5;1;11
20;052a- nova Iguaçu;56;21;47;46;58;41;42;60;52;46;48;44
20;053a- Mesquita;26;10;13;14;25;28;34;27;20;23;28;28
39;054a- Belford Roxo;33;19;39;43;39;31;36;36;34;29;31;26
24;055a- Queimados;32;27;25;29;20;31;20;44;29;24;17;17
20;056a- Comendador Soares;25;21;28;34;31;34;38;34;35;71;19;42
20;057a- Nilópolis;11;12;20;12;11;11;22;16;18;16;10;17
20;058a- Posse;58;49;58;73;66;50;71;61;48;38;28;52
15;059a- Duque de Caxias;84;68;60;85;75;64;63;74;55;65;75;74
15;060a- Campos Elíseos;28;38;36;30;22;31;25;29;18;28;29;29
15;061a- Xerém;5;17;7;2;13;12;5;16;12;10;8;10
15;062a- Imbariê;41;12;17;11;9;15;11;14;19;22;11;19
24;063a- Japerí;21;18;5;17;11;13;4;10;22;14;2;16
21;064a- Vilar dos Teles;67;64;55;60;63;68;69;69;61;71;73;71
34;065a- Magé;17;14;11;10;25;7;12;24;19;10;13;13
34;066a- Piabetá;25;26;17;34;17;26;30;26;29;23;17;20
34;067a- Guapimirim;10;13;13;16;16;10;18;9;10;13;7;12
35;070a- Tanguá;3;2;4;2;3;2;5;3;2;1;3;2
35;071a- Itaboraí;36;30;40;28;29;29;77;34;35;32;35;30
7;072a- São Gonçalo;40;43;55;47;55;46;43;56;33;81;42;37
7;073a- Neves;28;34;36;44;49;54;31;52;47;58;35;34
7;074a- Alcantara;45;35;48;60;65;56;44;59;31;49;37;39
7;075a- Rio do Ouro;33;23;24;28;20;25;21;26;19;23;19;39
12;076a- Niterói - Centro;20;31;35;41;32;35;26;25;34;20;31;18
12;077a- Icaraí;21;29;28;29;34;24;36;23;27;19;25;28
12;078a- Fonseca;26;28;22;28;16;26;27;19;22;27;29;27
12;079a- Jurujuba;20;21;20;27;20;26;28;28;25;18;20;32
12;081a- Itaipú;28;20;24;27;31;15;39;30;17;40;48;34
12;082a- maricá;25;54;35;37;43;38;46;42;56;54;26;32
10;087a- Paty de Alferes ( a inaugurar);-;-;-;-;-;-;-;-;-;-;-;-
10;088a- Barra do Piraí;15;20;3;18;5;14;11;4;7;8;8;9
37;089a- Resende;6;9;16;13;12;11;14;23;19;11;4;14
28;090a- Barra Mansa;12;24;2;6;10;10;18;7;16;18;4;4
10;091a- Valença;2;1;-;7;7;4;1;4;2;1;1;1
10;092a- Rio das Flores;2;-;-;2;7;2;-;1;4;1;2;-
28;093a- Volta Redonda;18;9;22;25;27;34;28;21;27;14;32;12
10;094a- Piraí;9;3;1;4;4;1;1;-;9;6;3;4
10;095a- Vassouras;5;1;1;1;6;2;8;4;5;2;-;7
10;096a- Miguel Pereira;8;19;14;16;21;6;10;14;20;5;6;4
10;097a- Mendes;8;2;3;2;3;-;3;1;5;16;7;-
10;098a- Paulo de Frontin;3;2;4;1;2;-;6;1;3;4;4;2
37;099a- Itatiaia;1;4;1;9;2;8;3;13;6;2;2;2
37;100a- Porto Real;3;2;2;2;2;6;2;2;3;-;2;-
28;101a- Pinheiral;-;-;6;3;1;-;3;-;1;2;2;1
30;104a- São J- Rio Preto;4;2;5;6;2;2;4;4;1;4;1;3
26;105a- Petrópolis;21;15;12;26;16;27;22;19;18;33;10;14
26;106a- Itaipava;12;6;11;12;13;29;27;9;15;23;9;8
38;107a- Paraíba do Sul;4;1;4;4;5;3;2;1;2;3;2;5
38;108a- Três Rios;12;11;9;22;21;11;9;16;9;10;7;4
38;109a- Sapucaia;9;1;5;4;-;-;1;3;3;-;10;2
30;110a- Teresópolis;23;33;30;29;25;43;62;55;27;67;38;38
30;111a- Sumidouro;-;3;1;3;3;-;7;3;3;1;-;-
30;112a- Carmo;1;1;-;2;-;-;3;2;1;1;1;1
25;118a- Araruama;19;26;36;49;41;37;37;45;28;26;21;32
35;119a- Rio Bonito;3;12;5;9;14;5;8;16;10;22;9;11
35;120a- Silva Jardim;7;8;8;7;5;1;4;3;6;6;6;21
32;121a- Casimiro de abreu;13;11;6;6;3;10;20;30;5;1;4;7
32;122a- Conceição de Macabú;12;1;1;-;5;1;-;3;2;6;2;3
32;123a- Macaé;39;56;64;41;43;34;45;13;51;31;31;22
25;124a- Saquarema;17;40;19;15;16;16;35;17;32;15;23;27
25;125a- São Pedro da Aldeia;28;17;13;25;17;23;26;18;14;18;11;20
25;126a- Cabo Frio;39;43;36;35;35;29;35;29;28;38;19;24
25;127a- Búzios;11;22;11;14;2;11;7;4;8;7;2;6
32;128a- Rio das Ostras;39;31;52;44;41;41;18;47;42;23;28;44
25;129a- Iguaba;4;6;3;14;8;3;11;8;8;2;3;9
32;130a- Quissamã;7;13;30;2;4;2;1;14;2;5;5;4
25;132a- Arraial do Cabo;5;-;5;3;-;1;5;4;5;1;1;5
8;134a- Campos;14;16;55;14;20;25;37;40;27;28;22;24
36;135a- Itaocara;3;-;-;2;2;1;1;1;5;6;2;11
36;136a- Santo Antônio de Pádua;8;4;5;14;8;5;9;17;11;14;5;16
36;137a- Miracema;2;1;1;5;5;-;1;5;6;2;-;4
