AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá;8;6;18;.;.;.;.;.;.;.;.;.
5;004a. Praça da República;10;2;23;.;.;.;.;.;.;.;.;.
5;005a. Mem de Sá;18;19;84;.;.;.;.;.;.;.;.;.
4;006a. Cidade nova;9;10;22;.;.;.;.;.;.;.;.;.
5;007a. Santa Tereza;7;1;11;.;.;.;.;.;.;.;.;.
2;009a. Catete;13;13;33;.;.;.;.;.;.;.;.;.
2;010a. Botafogo;16;18;32;.;.;.;.;.;.;.;.;.
23;011a. Rocinha;1;1;1;.;.;.;.;.;.;.;.;.
19;012a. Copacabana;25;12;35;.;.;.;.;.;.;.;.;.
19;013a. Ipanema;7;4;19;.;.;.;.;.;.;.;.;.
23;014a. Leblon;11;8;72;.;.;.;.;.;.;.;.;.
23;015a. Gávea;2;4;8;.;.;.;.;.;.;.;.;.
31;016a. Barra da Tijuca;12;9;63;.;.;.;.;.;.;.;.;.
4;017a. São Cristóvão;9;5;18;.;.;.;.;.;.;.;.;.
4;018a. Praça da Bandeira;19;14;35;.;.;.;.;.;.;.;.;.
6;019a. Tijuca;17;14;24;.;.;.;.;.;.;.;.;.
6;020a. Grajaú;24;30;46;.;.;.;.;.;.;.;.;.
22;021a. Bonsucesso;15;14;56;.;.;.;.;.;.;.;.;.
16;022a. Penha;10;4;30;.;.;.;.;.;.;.;.;.
3;023a. Meier;15;3;50;.;.;.;.;.;.;.;.;.
3;024a. Piedade;6;6;11;.;.;.;.;.;.;.;.;.
3;025a. Engenho novo;15;7;46;.;.;.;.;.;.;.;.;.
3;026a. Todos os Santos;8;9;44;.;.;.;.;.;.;.;.;.
41;027a. Vicente de Carvalho;25;6;30;.;.;.;.;.;.;.;.;.
9;028a. Campinho;26;21;29;.;.;.;.;.;.;.;.;.
9;029a. Madureira;23;17;58;.;.;.;.;.;.;.;.;.
9;030a. marechal Hermes;12;5;26;.;.;.;.;.;.;.;.;.
41;031a. Ricardo Albuquerque;40;12;33;.;.;.;.;.;.;.;.;.
