AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá;3;11;5;11;7;12;6;22;10;14;26;23
5;004a. Praça da República;35;53;32;28;23;29;31;30;33;30;42;19
5;005a. Mem de Sá;47;67;61;63;37;37;65;48;48;57;40;46
4;006a. Cidade nova;37;40;50;39;40;33;24;40;31;35;37;36
5;007a. Santa Tereza;12;29;17;15;9;8;16;9;20;17;17;11
2;009a. Catete;51;42;45;50;45;44;51;44;30;59;32;34
2;010a. Botafogo;29;39;27;20;17;23;36;20;19;23;19;27
23;011a. Rocinha;17;15;23;23;15;20;25;7;18;23;10;16
19;012a. Copacabana;57;55;31;35;31;33;36;53;36;40;33;58
19;013a. Ipanema;31;26;9;14;14;16;19;21;20;23;12;15
23;014a. Leblon;38;38;24;24;16;12;21;25;16;27;12;12
23;015a. Gávea;27;24;17;18;15;18;24;25;18;9;26;18
31;016a. Barra da Tijuca;73;70;81;64;64;55;54;66;58;84;44;62
4;017a. São Cristóvão;41;44;54;38;36;19;39;28;31;58;33;30
4;018a. Praça da Bandeira;23;16;25;19;19;27;35;30;30;35;32;44
6;019a. Tijuca;48;41;45;45;34;41;54;20;43;34;32;45
6;020a. Grajaú;46;30;41;29;24;38;53;33;26;49;25;31
22;021a. Bonsucesso;88;76;88;69;47;78;104;92;74;84;109;71
16;022a. Penha;41;42;60;47;43;47;39;50;46;67;49;47
3;023a. Meier;24;30;28;30;27;28;18;23;33;36;32;16
3;024a. Piedade;42;49;22;38;24;24;34;23;29;49;42;36
3;025a. Engenho novo;55;56;53;40;53;43;34;41;34;37;37;34
3;026a. Todos os Santos;45;46;35;44;24;29;28;31;42;27;45;43
41;027a. Vicente de Carvalho;62;65;53;53;50;63;63;40;58;67;59;68
9;028a. Campinho;68;99;99;60;59;51;61;49;56;75;69;78
9;029a. Madureira;59;44;64;31;42;35;59;44;66;42;37;54
