AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá;1;0;3;0;0;1;0;1;0;1;2;1
5;004a. Praça da República;1;2;3;3;1;1;2;2;0;1;2;4
5;005a. Mem de Sá;8;5;1;6;0;5;5;5;5;7;6;6
4;006a. Cidade nova;12;14;8;8;4;12;9;14;14;14;16;17
5;007a. Santa Tereza;2;4;4;7;7;5;4;7;7;6;7;11
2;009a. Catete;1;6;5;4;3;7;1;1;2;3;11;7
2;010a. Botafogo;2;4;4;3;1;9;4;2;4;2;6;4
23;011a. Rocinha;0;0;0;0;0;0;0;0;0;0;0;0
19;012a. Copacabana;3;1;3;1;1;1;2;4;4;3;4;6
19;013a. Ipanema;0;0;0;0;0;0;0;0;2;1;1;3
23;014a. Leblon;3;2;4;3;4;1;3;2;2;4;2;2
23;015a. Gávea;3;4;4;3;5;5;4;2;2;2;4;5
31;016a. Barra da Tijuca;18;24;18;18;20;8;18;9;7;8;12;19
4;017a. São Cristóvão;13;30;45;29;16;22;21;22;16;12;18;20
4;018a. Praça da Bandeira;1;2;3;1;6;1;1;5;3;3;1;5
6;019a. Tijuca;4;5;4;7;4;6;9;5;2;3;6;3
6;020a. Grajaú;4;2;8;8;8;3;9;4;13;11;4;10
22;021a. Bonsucesso;46;38;39;49;60;47;49;57;66;50;44;30
16;022a. Penha;36;28;31;31;30;33;36;37;39;51;45;40
3;023a. Meier;17;8;7;10;7;10;9;5;10;12;20;8
3;024a. Piedade;12;16;19;17;15;18;14;17;24;24;14;12
3;025a. Engenho novo;23;23;15;26;18;22;26;33;21;33;35;35
3;026a. Todos os Santos;17;6;11;13;14;8;6;25;8;16;13;18
41;027a. Vicente de Carvalho;37;36;22;27;30;20;36;35;40;47;20;26
9;028a. Campinho;15;14;10;12;12;15;15;19;21;23;15;19
9;029a. Madureira;23;13;19;22;15;13;12;27;25;30;25;39
9;030a. marechal Hermes;15;8;12;15;17;28;21;18;14;25;31;41
41;031a. Ricardo Albuquerque;15;8;27;24;17;22;29;15;13;29;27;31
18;032a. Taquara;17;16;19;18;33;22;26;22;31;26;27;37
14;033a. Realengo;14;15;16;20;31;17;23;26;30;29;54;42
14;034a. Bangu;49;48;64;57;58;41;81;71;77;103;70;89
40;035a. Campo Grande;30;36;37;35;37;33;40;53;39;40;30;36
27;036a. Santa Cruz;22;23;21;27;20;29;39;27;37;38;27;27
17;037a. Ilha do Governador;12;13;16;16;24;19;19;19;11;22;14;22
16;038a. Braz de Pina;72;62;57;51;54;57;66;51;67;74;67;58
41;039a. Pavuna;69;81;77;80;90;71;85;89;87;98;84;74
9;040a. Honório Gurgel;51;37;41;43;33;35;49;33;56;48;35;37
18;041a. Tanque;3;1;5;13;4;4;12;9;12;7;12;10
31;042a. Recreio;5;13;6;17;10;14;14;9;13;9;15;8
27;043a. Pedra de Guaratiba;7;4;4;12;9;7;9;4;3;2;2;5
3;044a. Inhaúma;21;14;13;30;26;28;33;19;30;30;25;23
16;045a. Alemão;0;0;0;0;0;0;0;0;0;0;0;0
24;048a. Seropédica;6;6;0;3;8;4;7;5;1;4;3;2
24;050a. Itaguaí;8;9;13;12;13;11;14;11;16;14;17;13
24;051a. Paracambí;1;4;0;2;1;0;1;2;0;0;7;0
20;052a. nova Iguaçu;23;38;45;29;31;21;31;43;39;38;39;38
20;053a. Mesquita;19;9;12;18;19;17;9;18;22;29;27;20
39;054a. Belford Roxo;42;39;49;58;49;49;61;71;59;65;58;68
24;055a. Queimados;3;6;3;7;14;6;3;10;9;13;5;9
20;056a. Comendador Soares;16;18;27;24;29;21;21;34;30;34;18;31
20;057a. Nilópolis;18;11;15;16;27;22;26;19;22;18;22;23
20;058a. Posse;17;14;20;19;16;24;26;24;16;12;17;10
15;059a. Duque de Caxias;112;130;148;173;119;130;146;150;132;119;106;88
15;060a. Campos Elíseos;22;25;33;40;39;31;16;31;47;51;54;34
15;061a. Xerém;3;4;2;4;3;5;5;3;3;4;5;3
15;062a. Imbariê;26;19;19;24;47;32;37;33;51;37;36;43
24;063a. Japerí;3;3;0;1;2;4;1;3;4;3;2;1
21;064a. Vilar dos Teles;69;52;72;80;67;82;87;97;79;98;65;65
34;065a. Magé;13;7;3;9;14;10;11;9;12;10;13;4
34;066a. Piabetá;11;23;12;17;23;22;14;16;17;16;13;9
34;067a. Guapimirim;2;0;1;1;0;1;1;2;1;0;2;1
35;070a. Tanguá;2;1;0;2;6;3;0;2;0;4;3;0
35;071a. Itaboraí;17;14;19;26;25;24;16;20;21;27;17;22
7;072a. São Gonçalo;72;51;48;69;55;63;54;47;66;63;86;89
7;073a. Neves;28;25;35;40;39;34;30;39;42;49;33;37
7;074a. Alcantara;36;27;51;57;46;52;57;57;62;55;65;46
7;075a. Rio do Ouro;25;19;27;28;50;43;46;40;35;51;48;59
12;076a. Niterói - Centro;20;24;26;14;18;19;21;15;14;23;18;14
12;077a. Icaraí;12;16;15;16;16;8;8;12;16;12;7;9
12;078a. Fonseca;20;18;28;26;23;25;33;29;25;25;35;24
12;079a. Jurujuba;12;19;7;12;6;4;21;15;18;7;15;5
12;081a. Itaipú;7;1;11;10;4;2;17;9;11;11;8;10
12;082a. maricá;12;6;9;12;7;9;7;19;15;12;10;18
10;087a. Paty do Alferes;0;0;0;0;0;0;0;0;0;0;0;0
