AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a- Praça Mauá; 2; 1; 5; 1; 6; 3; 2; - ; 1; 2; 2; - 
5;004a- Praça da República; 4; 2; 5; 6; 1; 5; 2; 3; 4; 3; 5; 2 
5;005a- Mem de Sá; 7; 9; 6; 3; 7; 8; 11; 19; 6; 7; 9; 13 
4;006a- Cidade nova; 7; 5; 21; 13; 7; 8; 7; 6; 6; 4; 14; 6 
5;007a- Santa Tereza; 8; 6; 19; 14; 11; 19; 9; 1; 3; 4; 3; 9 
2;009a- Catete; 31; 22; 31; 19; 24; 22; 14; 5; 7; 9; 9; 17 
2;010a- Botafogo; 20; 10; 16; 10; 11; 11; 8; 5; 16; 7; 11; 7 
23;011a- Rocinha; 3; 1; - ; 1; 2; 7; 1; - ; 2; 3; -; - 
19;012a- Copacabana; 5; 6; 3; 6; 1; 2; 2; 1; 3; - ; -; 3 
19;013a- Ipanema; 2; 2; 3; 1; 2; 2; 4; 2; - ; 2; 5; 3 
23;014a- Leblon; 3; 2; 2; 1; 3; 2; - ; 6; 2; - ; 3; 5 
23;015a- Gávea; 2; 3; 1; 2; 1; 1; 4; 1; 2; 1; 1; 11 
31;016a- Barra da Tijuca; 28; 41; 28; 36; 30; 33; 27; 27; 31; 30; 31; 44 
4;017a- São Cristóvão; 15; 23; 14; 19; 18; 17; 9; 5; 3; 10; 15; 15 
4;018a- Praça da Bandeira; 9; 10; 7; 17; 16; 10; 12; 9; 6; 12; 13; 11 
6;019a- Tijuca; 8; 14; 11; 9; 13; 7; 6; 4; 9; 11; 10; 14 
6;020a- Grajaú; 13; 9; 13; 23; 18; 16; 7; 3; 24; 23; 19; 11 
22;021a- Bonsucesso; 12; 18; 22; 19; 13; 6; 17; 20; 21; 15; 27; 12 
16;022a- Penha; 21; 18; 24; 11; 32; 23; 34; 14; 18; 26; 21; 7 
3;023a- Meier; 6; 7; 7; 16; 13; 11; 7; 5; 10; 6; 6; 11 
3;024a- Piedade; 4; 11; 8; 8; 10; 4; 5; 6; 7; 6; 7; 7 
3;025a- Engenho novo; 11; 9; 8; 3; 3; 2; 9; 2; 6; 4; 6; 4 
3;026a- Todos os Santos; 10; 7; 5; 8; 14; 13; 10; 3; 11; 11; 8; 4 
41;027a- Vicente de Carvalho; 27; 27; 29; 33; 36; 44; 35; 33; 29; 28; 34; 32 
9;028a- Campinho; 15; 14; 11; 10; 9; 11; 20; 9; 12; 18; 7; 8 
9;029a- Madureira; 10; 21; 10; 14; 16; 9; 7; 12; 12; 17; 23; 17 
9;030a- marechal Hermes; 22; 14; 9; 9; 22; 16; 14; 11; 17; 7; 7; 10 
41;031a- Ricardo Albuquerque; 9; 23; 20; 17; 22; 21; 20; 16; 17; 16; 20; 17 
18;032a- Taquara; 24; 21; 32; 17; 18; 10; 19; 14; 10; 13; 15; 8 
14;033a- Realengo; 24; 26; 25; 27; 26; 28; 28; 22; 28; 22; 23; 21 
14;034a- Bangu; 19; 29; 21; 17; 21; 33; 20; 29; 26; 30; 25; 23 
40;035a- Campo Grande; 54; 31; 45; 45; 36; 48; 35; 57; 56; 34; 36; 30 
27;036a- Santa Cruz; 28; 16; 12; 23; 19; 23; 20; 15; 25; 15; 19; 19 
17;037a- Ilha do Governador; 30; 16; 22; 21; 27; 18; 21; 14; 24; 17; 16; 12 
16;038a- Braz de Pina; 17; 11; 15; 12; 21; 23; 17; 20; 15; 15; 14; 8 
41;039a- Pavuna; 20; 21; 12; 15; 22; 23; 24; 22; 12; 14; 19; 17 
9;040a- Honório Gurgel; 12; 14; 24; 19; 19; 12; 30; 21; 16; 27; 20; 17 
18;041a- Tanque; 9; 7; 6; 5; 3; 3; 9; 6; 2; 3; 2; 2 
31;042a- Recreio; 22; 37; 23; 35; 16; 19; 19; 11; 7; 19; 23; 20 
27;043a- Pedra de Guaratiba; 9; 14; 5; 6; 11; 12; 10; 9; 13; 13; 15; 11 
3;044a- Inhaúma; 15; 12; 14; 5; 14; 11; 9; 10; 11; 6; 7; 9 
16;045a- Alemão; 2; - ; 1; 1; 2; - ; 1; 1; 1; 2; 3; - 
24;048a- Seropédica; 5; 2; 8; 9; 6; 2; 9; 2; 6; 4; 2; 3 
24;050a- Itaguaí; 25; 17; 13; 17; 20; 22; 15; 19; 9; 20; 22; 12 
24;051a- Paracambí; 1; 3; 1; 1; 2; 2; 1; 2; 2; 2; 2; - 
20;052a- nova Iguaçu; 37; 41; 26; 30; 42; 37; 33; 24; 21; 29; 23; 28 
20;053a- Mesquita; 25; 10; 23; 23; 30; 36; 24; 27; 26; 35; 30; 17 
39;054a- Belford Roxo; 18; 28; 24; 26; 28; 32; 9; 26; 29; 28; 30; 39 
24;055a- Queimados; 12; 9; 10; 10; 3; 6; 4; 11; 19; 12; 7; 14 
20;056a- Comendador Soares; 12; 10; 10; 15; 18; 9; 14; 9; 14; 11; 12; 11 
20;057a- Nilópolis; 26; 32; 29; 13; 23; 21; 24; 25; 16; 21; 18; 24 
20;058a- Posse; 28; 26; 29; 23; 45; 29; 18; 27; 16; 22; 31; 28 
15;059a- Duque de Caxias; 64; 47; 45; 44; 47; 43; 50; 38; 33; 32; 37; 46 
15;060a- Campos Elíseos; 21; 11; 23; 21; 26; 21; 19; 15; 18; 16; 28; 26 
15;061a- Xerém; 1; 2; 1; 1; 5; 3; - ; - ; - ; 3; 7; 3 
15;062a- Imbariê; 10; 9; 7; 7; 11; 6; 2; 9; 8; 16; 27; 18 
24;063a- Japerí; 2; 6; 4; 3; 7; 9; 3; 5; 7; 2; 4; 4 
21;064a- Vilar dos Teles; 35; 46; 41; 45; 38; 37; 41; 41; 41; 54; 57; 52 
34;065a- Magé; 5; 8; 20; 16; 10; 16; 7; - ; 2; 1; 2; 7 
34;066a- Piabetá; 17; 25; 14; 11; 15; 11; 3; 7; 7; 4; 11; 17 
34;067a- Guapimirim; 4; 16; 8; 4; 3; 8; 2; 1; 1; 8; 2; 2 
35;070a- Tanguá; 4; 1; 5; 1; 2; - ; 2; 1; 1; - ; -; - 
35;071a- Itaboraí; 19; 11; 20; 25; 21; 20; 9; 14; 11; 33; 21; 26 
7;072a- São Gonçalo; 35; 35; 25; 43; 48; 48; 45; 49; 33; 42; 42; 32 
7;073a- Neves; 22; 17; 22; 29; 28; 31; 25; 20; 26; 40; 29; 31 
7;074a- Alcantara; 30; 20; 27; 29; 46; 37; 29; 30; 25; 35; 20; 38 
7;075a- Rio do Ouro; 13; 16; 10; 13; 19; 16; 7; 9; 12; 8; 12; 11 
12;076a- Niterói - Centro; 25; 13; 21; 32; 19; 16; 24; 20; 22; 24; 23; 18 
12;077a- Icaraí; 13; 8; 8; 7; 13; 11; 7; 10; 6; 6; 12; 6 
12;078a- Fonseca; 26; 20; 20; 22; 22; 26; 19; 23; 23; 16; 15; 24 
12;079a- Jurujuba; 10; 8; 10; 10; 10; 14; 5; 14; 7; 14; 13; 8 
12;081a- Itaipú; 14; 17; 11; 14; 11; 6; 6; 17; 14; 15; 13; 9 
12;082a- maricá; 12; 22; 13; 24; 31; 27; 13; 22; 16; 30; 21; 31 
10;087a- Paty do Alferes; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; - 
10;088a- Barra do Piraí; 3; 3; 4; 1; 2; 1; 6; 5; 1; 3; 4; 2 
37;089a- Resende; 4; 4; 9; 4; 5; 3; 7; 4; 3; 5; 4; 6 
28;090a- Barra Mansa; 8; 12; 5; 9; 11; 18; 11; 7; 21; 11; 25; 9 
10;091a- Valença; 2; 2; 2; 2; 1; 2; - ; 1; 1; 1; 5; 1 
10;092a- Rio das Flores; 1; - ; - ; - ; - ; - ; - ; 1; - ; - ; -; - 
28;093a- Volta Redonda; 20; 12; 16; 21; 15; 27; 19; 25; 25; 29; 27; 28 
10;094a- Piraí; 2; 1; - ; 1; - ; 1; 1; 1; - ; 1; 2; - 
10;095a- Vassouras; 1; 1; 2; 1; 4; 1; 1; 3; 1; 1; 2; 2 
10;096a- Miguel Pereira; 1; 3; 5; 2; 5; 6; 4; 2; 8; 4; 3; 2 
10;097a- Mendes; 1; - ; 1; - ; - ; 2; 3; 1; 1; 1; -; - 
10;098a- Paulo de Frontin; 1; - ; - ; 2; 1; - ; 1; - ; 1; - ; -; - 
37;099a- Itatiaia; 2; 1; 1; 3; - ; 1; - ; 3; 1; - ; 3; 1 
37;100a- Porto Real; - ; 1; 3; 2; 5; - ; 2; 3; 1; 2; -; - 
28;101a- Pinheiral; - ; 2; 2; - ; - ; 1; - ; - ; - ; - ; -; - 
30;104a- São J- Rio Preto; 1; - ; - ; 1; - ; - ; - ; 1; - ; 1; 1; 1 
26;105a- Petrópolis; 17; 20; 30; 17; 11; 20; 12; 15; 10; 10; 5; 5 
26;106a- Itaipava; 3; 2; 7; 8; 8; 3; 2; 6; 2; 3; 1; 5 
38;107a- Paraíba do Sul; 1; 1; 1; 1; 1; - ; 2; 4; 3; - ; 1; - 
38;108a- Três Rios; 2; 8; 3; 11; 1; - ; 3; 8; - ; 2; 5; 4 
38;109a- Sapucaia; - ; 1; 1; - ; - ; 1; 1; - ; - ; 1; -; - 
