AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá;2;0;2;.;.;.;.;.;.;.;.;.
5;004a. Praça da República;0;2;12;.;.;.;.;.;.;.;.;.
5;005a. Mem de Sá;1;0;4;.;.;.;.;.;.;.;.;.
4;006a. Cidade Nova;2;1;5;.;.;.;.;.;.;.;.;.
5;007a. Santa Tereza;1;4;3;.;.;.;.;.;.;.;.;.
2;009a. Catete;4;3;2;.;.;.;.;.;.;.;.;.
2;010a. Botafogo;12;3;2;.;.;.;.;.;.;.;.;.
23;011a. Rocinha;0;1;0;.;.;.;.;.;.;.;.;.
19;012a. Copacabana;5;4;3;.;.;.;.;.;.;.;.;.
19;013a. Ipanema;2;0;0;.;.;.;.;.;.;.;.;.
23;014a. Leblon;2;1;2;.;.;.;.;.;.;.;.;.
23;015a. Gávea;2;2;2;.;.;.;.;.;.;.;.;.
31;016a. Barra da Tijuca;6;1;4;.;.;.;.;.;.;.;.;.
4;017a. São Cristóvão;6;9;9;.;.;.;.;.;.;.;.;.
4;018a. Praça da Bandeira;2;0;0;.;.;.;.;.;.;.;.;.
6;019a. Tijuca;2;2;4;.;.;.;.;.;.;.;.;.
6;020a. Grajaú;5;3;3;.;.;.;.;.;.;.;.;.
22;021a. Bonsucesso;20;10;15;.;.;.;.;.;.;.;.;.
16;022a. Penha;7;9;10;.;.;.;.;.;.;.;.;.
3;023a. Meier;3;4;2;.;.;.;.;.;.;.;.;.
3;024a. Piedade;5;4;1;.;.;.;.;.;.;.;.;.
3;025a. Engenho Novo;6;2;3;.;.;.;.;.;.;.;.;.
3;026a. Todos os Santos;5;1;0;.;.;.;.;.;.;.;.;.
41;027a. Vicente de Carvalho;9;2;11;.;.;.;.;.;.;.;.;.
9;028a. Campinho;4;1;0;.;.;.;.;.;.;.;.;.
9;029a. Madureira;8;2;2;.;.;.;.;.;.;.;.;.
9;030a. Marechal Hermes;4;5;5;.;.;.;.;.;.;.;.;.
41;031a. Ricardo Albuquerque;7;12;10;.;.;.;.;.;.;.;.;.
18;032a. Taquara;6;3;16;.;.;.;.;.;.;.;.;.
14;033a. Realengo;3;6;1;.;.;.;.;.;.;.;.;.
14;034a. Bangu;29;16;21;.;.;.;.;.;.;.;.;.
40;035a. Campo Grande;13;8;16;.;.;.;.;.;.;.;.;.
27;036a. Santa Cruz;6;6;7;.;.;.;.;.;.;.;.;.
17;037a. Ilha do Governador;9;1;9;.;.;.;.;.;.;.;.;.
16;038a. Braz de Pina;13;17;10;.;.;.;.;.;.;.;.;.
41;039a. Pavuna;34;16;26;.;.;.;.;.;.;.;.;.
9;040a. Honório Gurgel;4;7;8;.;.;.;.;.;.;.;.;.
18;041a. Tanque;1;3;1;.;.;.;.;.;.;.;.;.
31;042a. Recreio;1;1;6;.;.;.;.;.;.;.;.;.
27;043a. Pedra de Guaratiba;2;1;0;.;.;.;.;.;.;.;.;.
3;044a. Inhaúma;4;3;9;.;.;.;.;.;.;.;.;.
16;045a. Alemão;2;0;0;.;.;.;.;.;.;.;.;.
24;048a. Seropédica;5;0;1;.;.;.;.;.;.;.;.;.
24;050a. Itaguaí;8;5;15;.;.;.;.;.;.;.;.;.
24;051a. Paracambí;2;0;5;.;.;.;.;.;.;.;.;.
20;052a. Nova Iguaçu;9;10;19;.;.;.;.;.;.;.;.;.
20;053a. Mesquita;6;11;10;.;.;.;.;.;.;.;.;.
39;054a. Belford Roxo;26;15;21;.;.;.;.;.;.;.;.;.
24;055a. Queimados;2;5;11;.;.;.;.;.;.;.;.;.
20;056a. Comendador Soares;19;11;17;.;.;.;.;.;.;.;.;.
20;057a. Nilópolis;3;3;2;.;.;.;.;.;.;.;.;.
20;058a. Posse;9;5;8;.;.;.;.;.;.;.;.;.
15;059a. Duque de Caxias;18;20;35;.;.;.;.;.;.;.;.;.
15;060a. Campos Elíseos;14;6;11;.;.;.;.;.;.;.;.;.
15;061a. Xerém;1;2;0;.;.;.;.;.;.;.;.;.
15;062a. Imbariê;14;7;7;.;.;.;.;.;.;.;.;.
24;063a. Japerí;12;9;6;.;.;.;.;.;.;.;.;.
21;064a. Vilar dos Teles;18;20;27;.;.;.;.;.;.;.;.;.
34;065a. Magé;3;4;8;.;.;.;.;.;.;.;.;.
34;066a. Piabetá;7;3;4;.;.;.;.;.;.;.;.;.
34;067a. Guapimirim;2;6;3;.;.;.;.;.;.;.;.;.
35;070a. Tanguá;0;0;1;.;.;.;.;.;.;.;.;.
35;071a. Itaboraí;16;8;7;.;.;.;.;.;.;.;.;.
7;072a. São Gonçalo;6;5;5;.;.;.;.;.;.;.;.;.
7;073a. Neves;11;3;16;.;.;.;.;.;.;.;.;.
7;074a. Alcantara;24;11;24;.;.;.;.;.;.;.;.;.
7;075a. Rio do Ouro;7;2;5;.;.;.;.;.;.;.;.;.
12;076a. Niterói - Centro;0;3;9;.;.;.;.;.;.;.;.;.
12;077a. Icaraí;9;9;8;.;.;.;.;.;.;.;.;.
12;078a. Fonseca;7;6;9;.;.;.;.;.;.;.;.;.
12;079a. Jurujuba;6;1;2;.;.;.;.;.;.;.;.;.
12;081a. Itaipú;4;0;2;.;.;.;.;.;.;.;.;.
12;082a. Maricá;4;7;5;.;.;.;.;.;.;.;.;.
10;087a. Paty do Alferes;0;0;0;.;.;.;.;.;.;.;.;.
10;088a. Barra do Piraí;4;3;6;.;.;.;.;.;.;.;.;.
37;089a. Resende;6;12;1;.;.;.;.;.;.;.;.;.
28;090a. Barra Mansa;3;3;9;.;.;.;.;.;.;.;.;.
10;091a. Valença;7;3;3;.;.;.;.;.;.;.;.;.
10;092a. Rio das Flores;0;1;0;.;.;.;.;.;.;.;.;.
28;093a. Volta Redonda;11;7;9;.;.;.;.;.;.;.;.;.
10;094a. Piraí;1;0;2;.;.;.;.;.;.;.;.;.
10;095a. Vassouras;1;2;1;.;.;.;.;.;.;.;.;.
10;096a. Miguel Pereira;3;7;0;.;.;.;.;.;.;.;.;.
10;097a. Mendes;0;0;0;.;.;.;.;.;.;.;.;.
10;098a. Paulo de Frontin;0;1;2;.;.;.;.;.;.;.;.;.
37;099a. Itatiaia;9;2;1;.;.;.;.;.;.;.;.;.
37;100a. Porto Real;3;1;1;.;.;.;.;.;.;.;.;.
28;101a. Pinheiral;1;0;1;.;.;.;.;.;.;.;.;.
30;104a. São J. Rio Preto;0;0;0;.;.;.;.;.;.;.;.;.
26;105a. Petrópolis;1;4;8;.;.;.;.;.;.;.;.;.
26;106a. Itaipava;2;1;0;.;.;.;.;.;.;.;.;.
38;107a. Paraíba do Sul;0;3;6;.;.;.;.;.;.;.;.;.
38;108a. Três Rios;7;1;3;.;.;.;.;.;.;.;.;.
38;109a. Sapucaia;0;1;3;.;.;.;.;.;.;.;.;.
30;110a. Teresópolis;6;5;5;.;.;.;.;.;.;.;.;.
30;111a. Sumidouro;0;1;0;.;.;.;.;.;.;.;.;.
30;112a. Carmo;0;1;0;.;.;.;.;.;.;.;.;.
25;118a. Araruama;10;9;5;.;.;.;.;.;.;.;.;.
35;119a. Rio Bonito;3;2;1;.;.;.;.;.;.;.;.;.
35;120a. Silva Jardim;0;0;3;.;.;.;.;.;.;.;.;.
32;121a. Casimiro de Abreu;2;1;0;.;.;.;.;.;.;.;.;.
32;122a. Conceição de Macabú;1;3;0;.;.;.;.;.;.;.;.;.
32;123a. Macaé;12;8;13;.;.;.;.;.;.;.;.;.
25;124a. Saquarema;6;2;7;.;.;.;.;.;.;.;.;.
25;125a. São Pedro da Aldeia;3;1;5;.;.;.;.;.;.;.;.;.
25;126a. Cabo Frio;8;10;13;.;.;.;.;.;.;.;.;.
25;127a. Búzios;4;2;0;.;.;.;.;.;.;.;.;.
32;128a. Rio das Ostras;7;10;7;.;.;.;.;.;.;.;.;.
25;129a. Iguaba;0;0;1;.;.;.;.;.;.;.;.;.
32;130a. Quissamã;2;0;2;.;.;.;.;.;.;.;.;.
25;132a. Arraial do Cabo;1;1;0;.;.;.;.;.;.;.;.;.
8;134a. Campos;15;17;37;.;.;.;.;.;.;.;.;.
36;135a. Itaocara;1;0;0;.;.;.;.;.;.;.;.;.
36;136a. Santo Antônio de Pádua;6;1;0;.;.;.;.;.;.;.;.;.
36;137a. Miracema;0;4;3;.;.;.;.;.;.;.;.;.
29;138a. Lajes de Muriaré;0;0;0;.;.;.;.;.;.;.;.;.
29;139a. Porciúncula;0;0;0;.;.;.;.;.;.;.;.;.
29;140a. Natividade;1;1;1;.;.;.;.;.;.;.;.;.
8;141a. São Fidelis;1;0;4;.;.;.;.;.;.;.;.;.
36;142a. Cambucí;2;0;0;.;.;.;.;.;.;.;.;.
29;143a. Itaperuna;3;4;3;.;.;.;.;.;.;.;.;.
29;144a. Bom Jesus do Itabapoana;3;2;1;.;.;.;.;.;.;.;.;.
8;145a. São João da Barra;1;2;1;.;.;.;.;.;.;.;.;.
8;146a. Guarus;28;17;22;.;.;.;.;.;.;.;.;.
8;147a. São Francisco de Itabapoana;0;4;2;.;.;.;.;.;.;.;.;.
29;148a. Italva;0;1;1;.;.;.;.;.;.;.;.;.
11;151a. Nova Friburgo;11;4;2;.;.;.;.;.;.;.;.;.
11;152a. Duas Barras;0;1;0;.;.;.;.;.;.;.;.;.
11;153a. Cantagalo;4;1;0;.;.;.;.;.;.;.;.;.
11;154a. Cordeiro;1;0;3;.;.;.;.;.;.;.;.;.
36;155a. São Sebastião do Alto;0;0;0;.;.;.;.;.;.;.;.;.
11;156a. Santa Maria Madalena;3;3;3;.;.;.;.;.;.;.;.;.
11;157a. Trajano de Morais;2;0;0;.;.;.;.;.;.;.;.;.
11;158a. Bom Jardim;0;0;1;.;.;.;.;.;.;.;.;.
35;159a. Cachoeira de Macacú;4;1;1;.;.;.;.;.;.;.;.;.
33;165a. Mangaratiba;3;2;4;.;.;.;.;.;.;.;.;.
33;166a. Angra dos Reis;7;17;7;.;.;.;.;.;.;.;.;.
33;167a. Paraty;2;5;6;.;.;.;.;.;.;.;.;.
33;168a. Rio Claro;0;1;0;.;.;.;.;.;.;.;.;.
