AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá;15;4;8;16;5;7;7;8;16;7;13;9
5;004a. Praça da República;20;26;30;29;23;19;11;20;25;22;15;14
5;005a. Mem de Sá;32;52;34;31;33;36;36;28;44;47;57;46
4;006a. Cidade nova;26;22;31;16;20;32;37;25;27;23;23;26
5;007a. Santa Tereza;12;23;19;12;4;16;15;9;12;13;11;14
2;009a. Catete;28;34;44;36;33;47;49;33;37;32;30;25
2;010a. Botafogo;24;42;26;33;27;26;27;22;20;28;26;32
23;011a. Rocinha;10;11;11;19;6;2;12;7;9;13;8;9
19;012a. Copacabana;38;50;41;38;33;30;25;40;31;28;40;33
19;013a. Ipanema;15;27;21;15;17;20;16;14;11;13;18;11
23;014a. Leblon;24;28;25;22;24;17;9;19;21;20;18;14
23;015a. Gávea;32;29;20;17;15;11;11;9;9;17;11;14
31;016a. Barra da Tijuca;59;60;74;63;51;74;49;48;61;68;57;61
4;017a. São Cristóvão;20;25;38;24;24;28;33;19;17;31;27;26
4;018a. Praça da Bandeira;35;23;27;15;18;19;21;25;19;31;23;31
6;019a. Tijuca;37;41;53;37;37;31;48;28;32;32;43;50
6;020a. Grajaú;29;28;47;31;35;37;43;39;32;29;41;40
22;021a. Bonsucesso;68;36;62;45;63;56;69;63;63;75;64;63
16;022a. Penha;28;37;33;49;52;42;48;53;50;46;43;37
3;023a. Meier;24;30;34;22;22;27;33;27;32;28;21;31
3;024a. Piedade;34;42;35;28;37;24;23;38;32;39;35;43
3;025a. Engenho novo;23;40;39;25;26;25;31;25;32;28;30;30
3;026a. Todos os Santos;51;30;40;31;24;45;30;30;36;28;26;34
41;027a. Vicente de Carvalho;48;41;50;33;52;47;52;48;59;46;43;55
9;028a. Campinho;69;94;79;72;53;72;48;54;45;72;67;78
9;029a. Madureira;46;38;53;34;22;25;32;39;37;32;25;32
9;030a. marechal Hermes;48;54;62;34;43;40;40;53;47;43;41;42
41;031a. Ricardo Albuquerque;47;57;61;45;54;50;53;54;38;51;56;61
18;032a. Taquara;189;173;167;183;163;177;128;160;153;163;151;148
14;033a. Realengo;84;96;92;67;59;54;60;77;86;82;78;103
14;034a. Bangu;101;87;104;75;83;88;86;95;106;72;98;80
40;035a. Campo Grande;247;195;209;206;195;180;192;190;200;252;216;186
27;036a. Santa Cruz;123;117;126;87;91;102;112;118;139;140;132;113
17;037a. Ilha do Governador;52;62;39;35;53;46;42;36;54;44;53;38
16;038a. Braz de Pina;63;77;57;61;45;63;55;35;46;71;43;50
41;039a. Pavuna;22;31;48;27;44;29;24;42;28;27;43;25
9;040a. Honório Gurgel;52;31;48;43;34;23;30;32;38;45;42;56
18;041a. Tanque;67;62;66;52;40;45;55;42;61;68;47;57
31;042a. Recreio;86;98;89;83;65;79;53;74;61;64;73;72
