AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá;0;0;1;.;.;.;.;.;.;.;.;.
5;004a. Praça da República;1;3;2;.;.;.;.;.;.;.;.;.
5;005a. Mem de Sá;0;0;1;.;.;.;.;.;.;.;.;.
4;006a. Cidade nova;1;1;1;.;.;.;.;.;.;.;.;.
5;007a. Santa Tereza;3;0;1;.;.;.;.;.;.;.;.;.
2;009a. Catete;0;0;0;.;.;.;.;.;.;.;.;.
2;010a. Botafogo;1;1;0;.;.;.;.;.;.;.;.;.
23;011a. Rocinha;0;1;0;.;.;.;.;.;.;.;.;.
19;012a. Copacabana;2;1;1;.;.;.;.;.;.;.;.;.
19;013a. Ipanema;1;0;1;.;.;.;.;.;.;.;.;.
23;014a. Leblon;0;0;1;.;.;.;.;.;.;.;.;.
23;015a. Gávea;1;0;0;.;.;.;.;.;.;.;.;.
31;016a. Barra da Tijuca;0;4;1;.;.;.;.;.;.;.;.;.
4;017a. São Cristóvão;5;2;4;.;.;.;.;.;.;.;.;.
4;018a. Praça da Bandeira;0;1;1;.;.;.;.;.;.;.;.;.
6;019a. Tijuca;1;0;1;.;.;.;.;.;.;.;.;.
6;020a. Grajaú;1;1;3;.;.;.;.;.;.;.;.;.
22;021a. Bonsucesso;9;12;12;.;.;.;.;.;.;.;.;.
16;022a. Penha;8;6;1;.;.;.;.;.;.;.;.;.
3;023a. Meier;1;6;0;.;.;.;.;.;.;.;.;.
3;024a. Piedade;2;1;0;.;.;.;.;.;.;.;.;.
3;025a. Engenho novo;4;4;2;.;.;.;.;.;.;.;.;.
3;026a. Todos os Santos;1;1;3;.;.;.;.;.;.;.;.;.
41;027a. Vicente de Carvalho;2;3;4;.;.;.;.;.;.;.;.;.
9;028a. Campinho;1;0;1;.;.;.;.;.;.;.;.;.
9;029a. Madureira;2;2;0;.;.;.;.;.;.;.;.;.
9;030a. marechal Hermes;2;3;1;.;.;.;.;.;.;.;.;.
41;031a. Ricardo Albuquerque;7;3;4;.;.;.;.;.;.;.;.;.
18;032a. Taquara;3;6;10;.;.;.;.;.;.;.;.;.
14;033a. Realengo;9;4;6;.;.;.;.;.;.;.;.;.
14;034a. Bangu;10;4;10;.;.;.;.;.;.;.;.;.
40;035a. Campo Grande;9;11;3;.;.;.;.;.;.;.;.;.
27;036a. Santa Cruz;5;7;18;.;.;.;.;.;.;.;.;.
17;037a. Ilha do Governador;1;5;3;.;.;.;.;.;.;.;.;.
16;038a. Braz de Pina;6;3;2;.;.;.;.;.;.;.;.;.
41;039a. Pavuna;13;6;13;.;.;.;.;.;.;.;.;.
9;040a. Honório Gurgel;4;3;6;.;.;.;.;.;.;.;.;.
18;041a. Tanque;1;2;5;.;.;.;.;.;.;.;.;.
31;042a. Recreio;0;1;1;.;.;.;.;.;.;.;.;.
27;043a. Pedra de Guaratiba;2;1;1;.;.;.;.;.;.;.;.;.
3;044a. Inhaúma;2;2;1;.;.;.;.;.;.;.;.;.
16;045a. Alemão;1;0;0;.;.;.;.;.;.;.;.;.
24;048a. Seropédica;3;1;1;.;.;.;.;.;.;.;.;.
24;050a. Itaguaí;6;9;8;.;.;.;.;.;.;.;.;.
24;051a. Paracambí;0;1;0;.;.;.;.;.;.;.;.;.
20;052a. nova Iguaçu;3;1;7;.;.;.;.;.;.;.;.;.
20;053a. Mesquita;6;9;11;.;.;.;.;.;.;.;.;.
39;054a. Belford Roxo;21;29;26;.;.;.;.;.;.;.;.;.
24;055a. Queimados;16;20;20;.;.;.;.;.;.;.;.;.
20;056a. Comendador Soares;20;14;20;.;.;.;.;.;.;.;.;.
20;057a. Nilópolis;4;7;4;.;.;.;.;.;.;.;.;.
20;058a. Posse;24;25;22;.;.;.;.;.;.;.;.;.
15;059a. Duque de Caxias;18;10;5;.;.;.;.;.;.;.;.;.
15;060a. Campos Elíseos;17;23;16;.;.;.;.;.;.;.;.;.
15;061a. Xerém;2;1;2;.;.;.;.;.;.;.;.;.
15;062a. Imbariê;10;6;5;.;.;.;.;.;.;.;.;.
24;063a. Japerí;9;5;6;.;.;.;.;.;.;.;.;.
21;064a. Vilar dos Teles;14;22;16;.;.;.;.;.;.;.;.;.
34;065a. Magé;3;4;3;.;.;.;.;.;.;.;.;.
34;066a. Piabetá;8;9;5;.;.;.;.;.;.;.;.;.
34;067a. Guapimirim;2;2;4;.;.;.;.;.;.;.;.;.
35;070a. Tanguá;0;1;1;.;.;.;.;.;.;.;.;.
35;071a. Itaboraí;11;13;10;.;.;.;.;.;.;.;.;.
7;072a. São Gonçalo;6;4;3;.;.;.;.;.;.;.;.;.
7;073a. Neves;6;11;9;.;.;.;.;.;.;.;.;.
7;074a. Alcantara;15;14;14;.;.;.;.;.;.;.;.;.
7;075a. Rio do Ouro;3;13;5;.;.;.;.;.;.;.;.;.
12;076a. Niterói - Centro;1;2;1;.;.;.;.;.;.;.;.;.
12;077a. Icaraí;0;0;1;.;.;.;.;.;.;.;.;.
12;078a. Fonseca;4;3;3;.;.;.;.;.;.;.;.;.
12;079a. Jurujuba;4;1;1;.;.;.;.;.;.;.;.;.
12;081a. Itaipú;3;3;1;.;.;.;.;.;.;.;.;.
12;082a. maricá;4;7;4;.;.;.;.;.;.;.;.;.
10;087a. Paty do Alferes;0;0;0;.;.;.;.;.;.;.;.;.
10;088a. Barra do Piraí;4;2;3;.;.;.;.;.;.;.;.;.
37;089a. Resende;3;1;3;.;.;.;.;.;.;.;.;.
28;090a. Barra Mansa;2;2;2;.;.;.;.;.;.;.;.;.
10;091a. Valença;0;1;1;.;.;.;.;.;.;.;.;.
10;092a. Rio das Flores;0;0;0;.;.;.;.;.;.;.;.;.
28;093a. Volta Redonda;3;3;5;.;.;.;.;.;.;.;.;.
10;094a. Piraí;0;0;0;.;.;.;.;.;.;.;.;.
10;095a. Vassouras;1;3;0;.;.;.;.;.;.;.;.;.
10;096a. Miguel Pereira;2;3;1;.;.;.;.;.;.;.;.;.
10;097a. Mendes;0;0;0;.;.;.;.;.;.;.;.;.
10;098a. Paulo de Frontin;0;2;0;.;.;.;.;.;.;.;.;.
37;099a. Itatiaia;0;3;2;.;.;.;.;.;.;.;.;.
37;100a. Porto Real;2;5;2;.;.;.;.;.;.;.;.;.
28;101a. Pinheiral;0;0;1;.;.;.;.;.;.;.;.;.
30;104a. São J. Rio Preto;0;0;0;.;.;.;.;.;.;.;.;.
26;105a. Petrópolis;0;1;5;.;.;.;.;.;.;.;.;.
